,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_3_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes
137,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9INTF2jPTBCVB6qPA3Z8QwYYa8tEh,length,0,1,-4.3202e-07,1,-4.3202e-07,2,-14.83868,"
",-17.336456,**,-17.563715, ,-18.744099,K,-19.52498,3,-20.49569,İ,-21.1558,-,-21.703865,​,-21.759604,Sorry,-22.093058,M,-22.126879,​​,-22.924664,"

",-22.955147,Can,-23.028933,I,-23.048323,*,-23.411013,0,-23.44634,１,-23.46,***,-23.711584,1,assistant,1714167153,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,351,352,85,,,,,,,,,,,,,,
138,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9INTFww84mlhAzaFqe7Tvt3dFuLJc,length,0,2,-8.184812e-05,2,-8.184812e-05,Can,-9.489283,**,-12.330458,1,-13.990187,M,-14.651175,"
",-15.488813,K,-16.370657, ,-16.647516,C,-17.11542,`,-18.20099,İ,-18.21025,O,-18.370775,\(,-18.579664,3,-18.611471,"""",-18.773872,Y,-18.927786,Od,-19.103231,S,-19.1212,5,-19.191845,Bu,-19.208612,2,assistant,1714167153,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,227,228,86,,,,,,,,,,,,,,
139,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9INTGDUpi14lfX7RfjclaAvjuWB4s,length,0,2,-3.0545007e-06,2,-3.0545007e-06,1,-12.841697,"
",-15.570384,**,-16.02678,3,-18.596128,Can,-18.61467, ,-19.082434,​,-19.99966,Se,-20.208235,İ,-20.703068,２,-20.948536,K,-21.181255,"

",-21.33068,​​,-21.538412,S,-21.947914,C,-21.981556,4,-22.028355,B,-22.09569,***,-22.107365,-,-22.112837,2,assistant,1714167154,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,288,289,86,,,,,,,,,,,,,,
140,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9INTHqQu8LDJlHiXQBWooPu0RjNwR,length,0,1,-6.704273e-07,1,-6.704273e-07,2,-14.912816,"
",-16.007805,**,-16.458555, ,-18.30875,K,-19.139576,3,-20.276493,İ,-20.286308,-,-20.969368,Sorry,-21.241224,​,-21.502468,M,-22.193056,１,-22.241253,"

",-22.269703,I,-22.566006,***,-22.596577,*,-22.781773,0,-22.92218,​​,-22.952085,`,-23.094975,1,assistant,1714167155,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,349,350,86,,,,,,,,,,,,,,
141,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9INTHFDD2iHiR9re7398OiSSx4mte,length,0,1,-0.0003665597,1,-0.0003665597,2,-7.9288774,**,-12.49217,Mark,-13.164587,The,-16.069107, ,-16.173985,Respond,-16.325836,Since,-16.700775,`,-17.806831,{,-17.94638,"
",-17.964243,3,-17.978817,***,-18.250095,Answer,-18.401224,John,-18.48754,Based,-18.66748,In,-18.668728, Mark,-18.855503,0,-18.862011,Box,-19.006054,1,assistant,1714167155,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,150,151,87,,,,,,,,,,,,,,
142,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,1,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9INTIXdQvfVXYejb9h2lpez63viBR,length,0,1,-0.016063932,1,-0.016063932,2,-4.13921,**,-16.699738,3,-17.123022,Since,-18.372398, ,-18.590765,"
",-18.625603,The,-20.148684,He,-20.655699,Box,-21.03754,Mark,-21.087303,Correct,-21.090717,4,-21.353128,`,-21.541796,"

",-21.59602,*,-21.727682,In,-21.953926,I,-22.0981,​,-22.165693,１,-22.229229,1,assistant,1714167156,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,193,194,87,,,,,,,,,,,,,,
143,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,3,8_EN,8,The cat jumps out of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,90,box,chatcmpl-9INTKSazYQCkB9ts6AerwWv5mCkKi,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-16.34002,**,-19.589684, ,-20.565317,"
",-21.785347,The,-23.97709,１,-24.094944,3,-24.331131,₁,-24.79745,Since,-25.11132,"

",-25.22897,,-25.539013,​,-25.903355,Sorry,-26.096699,***,-26.204508,<|end|>,-26.270535,I,-26.374382,*,-26.43998,   ,-26.656534,Correct,-26.952961,1,assistant,1714167158,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,234,235,87,,,,,,,,,,,,,,
144,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9INTLevD2bRzWAmZoFQSGiLEzNRtO,length,0,1,-0.00053385197,1,-0.00053385197,2,-7.616955,M,-10.238955,**,-12.243233,Can,-14.949081,K,-15.589062, ,-16.489464,CE,-16.508957,`,-16.744652,3,-16.859638,C,-17.078129,{,-17.161777,"
",-17.217747,İ,-17.416597,\(,-17.644592,0,-18.029285,S,-18.182945,[,-18.219442,"""",-18.481005,O,-18.596018,1,assistant,1714167159,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,218,219,88,,,,,,,,,,,,,,
145,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9INTL167y8V8FwAxvCSDPgKjx2onG,length,0,1,-5.9914648e-05,1,-5.9914648e-05,2,-9.729806,M,-15.509692,**,-17.095476,"
",-17.150402,K,-17.327347,İ,-17.872679,3,-17.906599, ,-18.397503,​,-19.501162,-,-19.692148,0,-20.148237,B,-20.22479,C,-20.399431,Bu,-20.60288,​​,-20.83969,Se,-20.952755,S,-21.082306,`,-21.154215,%,-21.230234,1,assistant,1714167159,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,280,281,88,,,,,,,,,,,,,,
146,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9INTM7fIXx8D1ktdOmnyk5R6s4Owh,length,0,1,-7.89631e-07,1,-7.89631e-07,2,-14.096417,"
",-17.585949,**,-17.773731, ,-18.44948,K,-19.477434,İ,-19.728594,3,-19.864254,-,-21.095575,​,-21.124496,M,-21.414059,"

",-22.26709,0,-22.351952,​​,-22.465847,Sorry,-22.558613,*,-22.895632,A,-22.921059,I,-22.98871,１,-23.04165,4,-23.21819,1,assistant,1714167160,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,339,340,88,,,,,,,,,,,,,,
147,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun,chatcmpl-9INTMHdhD8RWc5lTqr01CuWbj7sIq,length,0,1,-1.6643718e-05,1,-1.6643718e-05,2,-12.093867,**,-12.151654,M,-12.196034,K,-16.182426,3,-16.558996,Can,-16.582994, ,-16.589201,"
",-16.867102,`,-17.172695,C,-17.292387,İ,-17.669323,CE,-18.064877,\(,-18.411776,"""",-18.522964,0,-18.576578,***,-18.854883,-,-18.908178,5,-19.045847,S,-19.12757,1,assistant,1714167160,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,89,,,,,,,,,,,,,,
148,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9INTNExaqy2cE63hAcT9hDKS0jYcz,length,0,1,-8.530503e-05,1,-8.530503e-05,2,-9.374511,"
",-16.127335,M,-16.20695,**,-16.562334,K,-17.604013,3,-17.74703, ,-18.128256,İ,-18.458235,​,-19.313486,-,-19.914078,0,-20.325949,B,-20.412048,C,-20.52066,"

",-20.580336,​​,-21.138805,*,-21.230173,Se,-21.238396,Bu,-21.247847,`,-21.257671,1,assistant,1714167161,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,278,279,89,,,,,,,,,,,,,,
149,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9INTNqAggjIxeebkI3JhflcKlEO5z,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-16.345417,**,-19.373299,"
",-19.598604, ,-19.63258,K,-21.079906,İ,-21.880882,Sorry,-22.044928,3,-22.688911,M,-22.865108,I,-23.358494,"

",-23.63409,-,-23.714972,A,-24.041018,​,-24.39974,***,-24.863232,Ö,-24.871147,L,-25.072426,   ,-25.104324,*,-25.15552,1,assistant,1714167161,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,337,338,89,,,,,,,,,,,,,,
150,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,166,çikolata,chatcmpl-9INTOBN7dmONsIzAlzGaPmzXQuuMW,length,0,2,-4.604148e-06,2,-4.604148e-06,**,-12.522403,"
",-15.150491,E,-15.295802,1,-16.176975, ,-16.75426,Po,-17.203032,İ,-17.307394,3,-17.56901,`,-17.983868,Ç,-18.032446,Et,-18.10868,\(,-18.169086,```,-18.581501,"""",-18.803709,Bu,-19.077831,0,-19.137491,-,-19.399683,"

",-19.50626,*,-19.513227,2,assistant,1714167162,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,199,200,90,,,,,,,,,,,,,,
151,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9INTPISGCdKEuw9IAqpfDTxMGI0it,length,0,2,-2.5941605e-05,2,-2.5941605e-05,1,-10.565906,"
",-16.41352,3,-18.110815,**,-18.905256,Ç,-20.386204,E,-20.463612, ,-20.795902,İ,-21.439913,4,-22.039078,​,-22.566761,-,-22.673878,ç,-22.722672,"

",-22.783056,B,-23.126495,```,-23.191887,２,-23.205833,C,-23.32918,T,-23.687454,I,-23.726027,2,assistant,1714167163,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,277,278,90,,,,,,,,,,,,,,
152,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9INTQ9A26oANVEIuHCoM5Gxq9drye,length,0,1,-3.1281633e-07,1,-3.1281633e-07,2,-15.415409,**,-17.77137,"
",-18.633026, ,-19.247616,İ,-19.786884,3,-20.715422,-,-21.84525,Sorry,-22.108675,E,-22.26144,"

",-22.333796,I,-22.53741,１,-22.890015,***,-23.534904,₁,-23.539001,"""",-23.64182,Ç,-23.69336,​,-23.716534,4,-23.728,A,-23.760675,1,assistant,1714167164,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,361,362,90,,,,,,,,,,,,,,
153,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,168,patlamış mısır,chatcmpl-9INTRZ8Y5mBox5QHPr2uIbuG7XDDg,length,0,2,-6.1537958e-06,2,-6.1537958e-06,**,-12.4812565,E,-14.118731,"
",-14.198721,1,-14.646748, ,-16.252697,3,-16.743923,Et,-16.910284,İ,-17.24484,Po,-17.395567,`,-17.512789,Ç,-17.516129,0,-18.209143,\(,-18.732521,"""",-18.799002,Bu,-18.834305,```,-18.84858,"

",-18.93799,{,-19.069723,Y,-19.211975,2,assistant,1714167165,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,218,219,91,,,,,,,,,,,,,,
154,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9INTRQthIwzqUgdjKeMpUSB1a6dGc,length,0,2,-0.004431778,2,-0.004431778,1,-5.4212103,"
",-16.269192,3,-16.573647,E,-18.504618,**,-18.767038,Ç,-19.854977, ,-20.234247,İ,-20.479933,4,-20.876347,"

",-20.959278,ç,-21.770733,B,-22.067081,-,-22.482746,​,-22.66475,C,-22.708979,Since,-22.772358,Bu,-22.810745,Se,-22.942797,T,-23.015297,2,assistant,1714167165,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,296,297,91,,,,,,,,,,,,,,
