,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes
130,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,84,kutunun,chatcmpl-9IN6xtrc83tW4QnhOqu4CU9ZnPNTp,length,0,1,-0.49584523,1,-0.49584523,2,-0.9397634, ,-9.680308,3,-9.794883,"
",-10.912875,K,-11.229632,**,-11.751295,Ç,-12.277242,"""",-12.446015,{,-12.44723,0,-12.49449,4,-12.573162,-,-12.758897,(,-13.120659,Y,-13.548227,​,-13.622862,bir,-13.662634,k,-13.692855,.,-13.776652,5,,-13.865996,1,assistant,1714165771,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,303,304,83,,,,,,,,
131,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,86,kutunun,chatcmpl-9IN6xeTU5QiKDPWeal4KGTZT4EHmJ,length,0,2,-0.1895577,2,-0.1895577,1,-1.7582356, ,-8.475822,3,-10.621385,"
",-11.022797,0,-11.152989,-,-12.002562,4,-12.650816,K,-12.717312,**,-12.894246,"""",-12.945256,Ç,-13.027808,(,-13.286186,12,-13.317669,２,-13.85698,​,-13.876923,21,-13.891101,5,-13.939772,Y,-13.9543705,.,,-13.977744,2,assistant,1714165771,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,83,,,,,,,,
132,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,0,5_EN/2B,5,John thinks that the cat is on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,69,box,chatcmpl-9IN6xCK4Pt0ZxiqKUeKapHvBv3jkg,length,0,2,-0.41618612,2,-0.41618612,1,-1.0776889,3,-10.339225, ,-12.41419,The,-12.451654,0,-12.951927,"
",-13.390921,4,-13.611719,Answer,-13.658629,Please,-13.741452,**,-13.773737,You,-14.486709,"

",-14.495881,-,-14.51758,Sorry,-14.629358,This,-14.867043,<|end|>,-14.976618,A,-15.169163,5,-15.177304,I,,-15.229247,2,assistant,1714165771,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,155,156,84,,,,,,,,
133,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,1,6_EN/2B,6,John will look for the cat on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,70,box,chatcmpl-9IN6yQvaQb8sdzWjy4zEE20njXgZM,length,0,2,-0.105007954,2,-0.105007954,1,-2.3072822,3,-9.988691,4,-11.04787, ,-11.235123,0,-11.464067,The,-12.261581,**,-12.347841,"
",-12.419646,-,-12.677763,5,-12.797073,7,-13.6179085,6,-13.6903,Please,-13.703096,You,-13.723654,I,-13.87724,22,-13.884791,Not,-14.006331,8,-14.054369,9,,-14.167258,2,assistant,1714165772,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,198,199,84,,,,,,,,
134,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,3,8_EN/2B,8,The cat jumps off of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,72,box,chatcmpl-9IN6yuRnZpDsan52rbTvuD6xVloSi,length,0,2,-0.090307996,2,-0.090307996,1,-2.4524047,3,-8.86247, ,-9.965581,4,-10.806244,0,-10.854296,-,-12.530661,5,-12.657285,The,-12.874621,6,-13.368486,8,-13.481113,7,-13.482579,**,-13.587043,9,-13.941187,(,-14.434667,22,-14.521571,02,-14.546958,10,-14.552903,11,-14.599444,"
",,-14.667034,2,assistant,1714165772,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,239,240,84,,,,,,,,
135,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2B,5,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,73,kutunun,chatcmpl-9IN6zQcDvfcTESE6ZjAIXbng37MHr,length,0,2,-0.33705154,2,-0.33705154,1,-1.2652303,3,-6.4956303,K,-6.608927,Do,-8.711763,İ,-8.976339,4,-9.0000515,Can,-9.229641,C,-9.66168,Y,-10.113781,{,-10.175077,Ö,-10.474203,B,-10.474276,5,-10.603277,O,-10.603405, ,-10.712492,0,-10.818792,CE,-10.884481,\xc5,-10.916641,Top,,-11.260485,2,assistant,1714165773,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,85,,,,,,,,
136,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IN6zp862hcZF8XBdx0hYLEp2jQzx,length,0,2,-0.026152119,2,-0.026152119,1,-3.667523,3,-9.417429, ,-10.247494,K,-10.66238,"
",-10.905849,Ç,-11.067388,Se,-11.586074,4,-11.744878,0,-12.1007395,B,-12.178367,Y,-12.385708,SE,-12.491219,se,-12.530991,İ,-12.722055,-,-12.910882,"""",-13.001719,Ben,-13.1032095,5,-13.125573,Ö,,-13.33121,2,assistant,1714165773,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,290,291,85,,,,,,,,
137,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IN6zzW5ndNyNkIjHSiy0XGTBlU82,length,0,1,-0.46235684,1,-0.46235684,2,-0.99419236, ,-9.796929,3,-10.018003,0,-10.825631,4,-11.717858,K,-12.314858,Ç,-12.594837,-,-12.905447,"
",-13.057378,5,-13.067683,Ö,-13.199165,İ,-13.2143755,B,-13.435237,"""",-13.508461,Y,-13.531056,12,-13.923704,6,-13.945629,22,-14.0902815,11,,-14.092912,1,assistant,1714165773,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,351,352,85,,,,,,,,
138,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9IN70v3kepphKMMcPlMxV1em4uSny,length,0,2,-0.504097,2,-0.504097,1,-0.9347992,3,-6.612463,K,-7.06052,Do,-8.471806,4,-8.844339,{,-9.326637,Can,-9.5629425,İ,-9.637888,Y,-9.840046,C,-10.018219,5,-10.274555, ,-10.441502,CE,-10.530613,(,-10.601946,B,-10.885284,O,-10.923719,\xc5,-11.051958,Ö,-11.097956,"""",,-11.2959385,2,assistant,1714165774,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,86,,,,,,,,
139,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IN703CvgaG095SVvDt121XpIoVdr,length,0,2,-0.05803116,2,-0.05803116,1,-2.8828049,3,-8.906586, ,-9.403509,4,-10.626439,"
",-11.108008,Ç,-11.163355,K,-11.165916,0,-11.70956,SE,-11.832292,Se,-11.891113,se,-11.93054,5,-12.079997,-,-12.235317,B,-12.515698,Y,-12.539614,ş,-12.785237,Ben,-13.088613,7,-13.237044,İ,,-13.276367,2,assistant,1714165774,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,288,289,86,,,,,,,,
140,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IN70RcEhnlGJrvS7x578NMts6gVy,length,0,1,-0.022449203,1,-0.022449203,2,-3.8098295, ,-10.505602,3,-12.770611,0,-13.003118,Ç,-13.07489,K,-13.256311,Ö,-14.094825,"
",-14.146363,B,-14.443523,"""",-14.536476,Y,-14.599522,-,-14.632856,İ,-14.787508,**,-14.942186,4,-14.978476,S,-15.107693,bir,-15.4006605,Bu,-15.471364,12,,-15.801537,1,assistant,1714165774,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,349,350,86,,,,,,,,
141,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9IN71K791Nb7mQNmIctWXKiIrmTBI,length,0,1,-0.5430761,1,-0.5430761,2,-0.87004715,3,-9.82698, ,-11.337781,The,-11.630929,"
",-12.296284,**,-12.610706,0,-12.723106,4,-13.082462,Sorry,-13.159355,Please,-13.372879,Answer,-13.729429,-,-13.744107,"

",-13.766406,You,-14.216436,```,-14.257835,#,-14.319211,I,-14.348694,5,-14.4592905,This,,-14.653311,1,assistant,1714165775,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,150,151,87,,,,,,,,
142,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,1,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9IN71sY9Vaoxhd6VKysJEBxLFULyN,length,0,2,-0.38974196,2,-0.38974196,1,-1.1312332, ,-10.642642,3,-10.676997,"
",-11.081967,0,-11.408604,4,-12.070213,-,-12.227925,The,-12.341204,**,-12.609367,"

",-13.133125,5,-13.295429,２,-13.562015,{,-13.762687,6,-14.095922,_,-14.100896,9,-14.1641655,7,-14.20067,.,-14.347434,​,,-14.41964,2,assistant,1714165775,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,193,194,87,,,,,,,,
143,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,3,8_EN,8,The cat jumps out of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,90,box,chatcmpl-9IN72KAQLrWCenznY9tsLNcY4VGQp,length,0,1,-0.003239032,1,-0.003239032,2,-5.7452836,The,-11.389151,3,-12.055078,**,-13.0060835,0,-13.026536,-,-13.450046, ,-13.653749,Sorry,-13.892736,You,-13.91126,4,-14.214409,I,-14.542966,5,-14.682384,１,-14.741606,7,-15.255058,A,-15.3252535,Please,-15.334971,This,-15.376532,It,-15.404799,Thank,,-15.413447,1,assistant,1714165776,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,234,235,87,,,,,,,,
144,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9IN72GhSl1oBl5RT4VMlXfWziZHj5,length,0,2,-0.37093598,2,-0.37093598,1,-1.1823392,Do,-6.903231,K,-7.1680417,3,-7.560988,M,-8.827451,C,-9.012868,İ,-9.395059,{,-9.438855,R,-9.563031,Y,-9.583833,4,-9.890378,**,-9.974048, ,-10.326257,B,-10.547528,5,-10.825025,(,-10.951022,Ben,-10.97321,CE,-11.006589,Ç,,-11.044641,2,assistant,1714165776,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,88,,,,,,,,
145,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IN73zJVz8ZlqzqxI69h6WtTVRRJc,length,0,1,-0.06414863,1,-0.06414863,2,-2.781634,K,-9.655507,3,-11.058123,Ç,-11.239314,M,-11.386511, ,-11.784041,Se,-11.9346485,"
",-12.142794,Y,-12.151707,Ö,-12.229686,B,-12.314417,0,-12.544624,Bu,-12.579511,Ben,-12.598908,Do,-12.850792,**,-12.972052,k,-13.1515665,4,-13.234501,İ,,-13.407137,1,assistant,1714165777,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,280,281,88,,,,,,,,
146,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9IN73eHl6epdpClztXqTaq5VS9MGL,length,0,1,-0.51229423,1,-0.51229423,2,-0.9149489, ,-9.270696,3,-9.595535,0,-10.223234,K,-10.955897,-,-11.568553,Ç,-11.709037,4,-11.7390585,B,-12.306485,"""",-12.415268,**,-12.420185,12,-12.52557,Ö,-12.674625,"
",-12.675086,k,-12.677952,Y,-12.729229,5,-12.74,İ,-12.752661,bir,,-12.971755,1,assistant,1714165777,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,339,340,88,,,,,,,,
147,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun,chatcmpl-9IN74N2tGRZZS1qKM5TqNDVjsh6PZ,length,0,2,-0.6308397,2,-0.6308397,1,-0.76885736,K,-6.8353934,Do,-6.9415736,3,-7.5921454,{,-7.9533534,M,-8.028335,C,-8.589643,R,-8.724425,İ,-9.269458,Y,-9.6302,4,-9.660592,(,-9.849698, ,-10.146232,CE,-10.377753,B,-10.525893,5,-10.674016,0,-11.033774,Se,-11.158929,**,,-11.160253,2,assistant,1714165778,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,89,,,,,,,,
