,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes
128,2,Ullman Expansion,73,2A-TR/64,2A-TR,64,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2A,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sandığın",Closed-ended,Turkish,,,0,Reality,204,kutunun,chatcmpl-9IMRgG0GJKwoOVXpR8QJnILWBSyot,length,0,1,-0.1970607,1,-0.1970607,2,-1.7219154, ,-9.731997,3,-11.101985,0,-11.846127,Ç,-12.072388,K,-12.507799,Y,-12.891073,-,-12.8945465,B,-12.897425,4,-12.9701,Ö,-13.145991,"
",-13.356906,İ,-13.512418,"""",-13.566863,Ba,-13.6709,S,-13.771521,**,-13.82233,Sand,-14.062151,ş,-14.193703,1,assistant,1714163212,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,338,339,82,,,,,,,,
129,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2,5,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,83,kutunun,chatcmpl-9IMRh2aMA9QPNjY4XS3WQ3tb7MWbx,length,0,2,-0.42687377,2,-0.42687377,1,-1.0682274,3,-6.45141,K,-7.226812,Do,-7.324079,**,-9.146326,4,-9.393213,{,-9.595015,İ,-9.698679,C,-9.760021,Y,-9.81703,R,-9.953262,(,-9.960438, ,-10.179514,M,-10.447741,5,-10.687082,CE,-10.719357,B,-10.93783,Se,-11.032749,0,-11.237116,2,assistant,1714163213,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,243,244,83,,,,,,,,
130,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,84,kutunun,chatcmpl-9IMRhvwpY0vQVEjKtwlejT4o0bDbq,length,0,2,-0.08780984,2,-0.08780984,1,-2.478555, ,-9.55063,"
",-10.141367,3,-10.305987,-,-12.3212185,Ç,-12.364461,0,-12.563367,4,-12.5642395,K,-12.634396,"""",-12.92323,ş,-13.01548,"

",-13.238613,**,-13.517708,Y,-13.724891,İ,-13.837347,5,-13.985648,ö,-14.091833,ç,-14.23035,Ö,-14.249495,2,assistant,1714163213,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,303,304,83,,,,,,,,
131,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,86,kutunun,chatcmpl-9IMRhjeME848qx7AtbJa2UDv2unvV,length,0,1,-0.095596984,1,-0.095596984,2,-2.3965595, ,-9.34129,3,-11.529551,0,-12.069066,"
",-12.294706,Ç,-12.428841,-,-12.931627,K,-13.180226,4,-13.566332,**,-13.8633995,Ö,-13.947059,"""",-14.068803,Y,-14.165092,B,-14.198904,.,-14.571512,İ,-14.6097765,5,-14.632556,Se,-14.664773,12,-14.676413,1,assistant,1714163213,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,83,,,,,,,,
132,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,0,5_EN/2B,5,John thinks that the cat is on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,69,box,chatcmpl-9IMRigEciG4YCPV0O3W3EZmlaJ9Ws,length,0,2,-0.5802015,2,-0.5802015,1,-0.8205923,3,-10.789878, ,-12.597354,The,-12.806289,"
",-12.887703,0,-13.355191,Answer,-13.8888855,**,-13.975809,"

",-14.051203,Please,-14.108955,4,-14.16121,Sorry,-14.5479,<|end|>,-14.725495,-,-14.758273,You,-14.790661,This,-15.116398,I,-15.357514,#,-15.392527,A,-15.777157,2,assistant,1714163214,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,155,156,84,,,,,,,,
133,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,1,6_EN/2B,6,John will look for the cat on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,70,box,chatcmpl-9IMRiOBzhsGM9PWCb6yctjt1RSYmB,length,0,2,-0.14267102,2,-0.14267102,1,-2.0183883,3,-10.328164,4,-11.5659895,0,-11.736716, ,-11.970171,"
",-12.546873,The,-12.956571,**,-13.152053,-,-13.222265,5,-13.442594,7,-14.1984005,6,-14.213888,22,-14.485158,8,-14.603964,"""",-14.619722,Please,-14.836746,02,-14.8434,9,-14.863207,Not,-14.913413,2,assistant,1714163214,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,198,199,84,,,,,,,,
134,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,3,8_EN/2B,8,The cat jumps off of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,72,box,chatcmpl-9IMRilgpIfJxzcpNlLU1kClQSSzm0,length,0,2,-0.11903131,2,-0.11903131,1,-2.1898837,3,-8.855833, ,-9.848138,0,-10.575795,4,-10.703107,-,-12.142144,5,-12.384865,The,-12.745844,7,-13.028798,6,-13.268897,**,-13.346414,8,-13.439438,9,-13.600292,22,-14.039079,{,-14.190357,10,-14.254419,02,-14.351244,11,-14.4321165,12,-14.497531,2,assistant,1714163214,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,239,240,84,,,,,,,,
135,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2B,5,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,73,kutunun,chatcmpl-9IMRjkf0mojD6qsKGVs28h13WjFrn,length,0,2,-0.3456877,2,-0.3456877,1,-1.2391508,3,-6.911894,K,-7.202488,Do,-8.337374,C,-9.369591,Can,-9.535181,İ,-9.701002,4,-9.744719,Y,-10.030689,0,-10.555187,{,-10.650475,Ben,-10.940866,**,-10.981215,5,-10.982903,Ö,-11.006371,B,-11.237778,CE,-11.294714,O,-11.440815,\xc5,-11.467226,2,assistant,1714163215,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,85,,,,,,,,
136,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IMRjPLz5uw6Yrd8iFqTDKnU4vRaR,length,0,2,-0.057456527,2,-0.057456527,1,-2.8930678,3,-8.84314,K,-9.904152, ,-10.305706,4,-10.735583,Ç,-10.831454,"
",-11.281756,0,-11.413215,SE,-11.551978,B,-11.597977,Se,-11.845895,se,-11.977103,Y,-11.998433,İ,-12.252592,5,-12.278022,-,-12.388166,Ben,-12.535784,"""",-12.823064,Ö,-12.84469,2,assistant,1714163215,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,290,291,85,,,,,,,,
137,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IMRjIzFa9OFqo9OUUYsNtaVr11Aa,length,0,1,-0.24282256,1,-0.24282256,2,-1.5351752, ,-9.442564,3,-10.656152,0,-11.263299,K,-12.017714,"
",-12.026981,Ç,-12.357743,4,-12.716514,Ö,-12.844201,İ,-13.053268,-,-13.191564,Y,-13.224736,B,-13.352246,"""",-13.7177105,5,-13.778164,S,-14.150957,Se,-14.219865,**,-14.359282,6,-14.45124,1,assistant,1714163215,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,351,352,85,,,,,,,,
138,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9IMRk4V1xhHMSjcvhRd5WTPzmeiIh,length,0,2,-0.47102502,2,-0.47102502,1,-0.99990034,3,-5.322925,K,-6.6504188,4,-7.7074637,Do,-8.659365,Can,-9.116793,5,-9.4452095,İ,-9.489367,Y,-9.737459,C,-9.814205,{,-9.944593, ,-10.075352,0,-10.474781,R,-10.557331,Ö,-10.567501,O,-10.57741,(,-10.591202,B,-10.676943,6,-10.691511,2,assistant,1714163216,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,86,,,,,,,,
139,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IMRkG2FYxpoFCjsC3gUkyM9nSg9x,length,0,2,-0.030052343,2,-0.030052343,1,-3.5369742,3,-8.622528,se,-9.887112,Se,-10.131853, ,-10.174664,4,-10.54449,SE,-10.771843,K,-10.80362,0,-11.221104,"
",-11.569342,Ç,-11.615042,5,-12.01097,B,-12.100005,İ,-12.355937,-,-12.374753,Y,-12.4019,ş,-12.717179, se,-12.915843,"""",-13.134945,2,assistant,1714163216,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,288,289,86,,,,,,,,
140,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IMRlGiIHqqWU9wPdO1IhcUHDejiU,length,0,1,-0.3553645,1,-0.3553645,2,-1.2078159, ,-8.992276,3,-10.291891,0,-11.124794,"
",-11.732067,4,-12.243986,K,-12.331724,-,-12.487501,Ç,-12.921337,"""",-13.062002,İ,-13.257544,5,-13.277501,**,-13.400841,Ö,-13.753119,{,-13.942338,B,-14.030464,7,-14.125036,6,-14.191018,Y,-14.208761,1,assistant,1714163217,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,349,350,86,,,,,,,,
141,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9IMRldEdthNTOiAJm1dgJvI9l1tzF,length,0,1,-0.59030986,1,-0.59030986,2,-0.80801845,3,-10.602483,The,-10.75237, ,-11.631652,Answer,-11.718454,**,-12.292944,"
",-12.457841,Please,-12.929931,You,-13.286411,Sorry,-13.309602,"

",-13.4245615,4,-13.432412,0,-13.627131,Correct,-13.752894,Incorrect,-14.159901,Your,-14.2184725,I,-14.417784,5,-14.486872,-,-14.513703,1,assistant,1714163217,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,150,151,87,,,,,,,,
142,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,1,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9IMRmF8F20dUo44VkYQWwuayYrMJD,length,0,2,-0.5476659,2,-0.5476659,1,-0.86367923,3,-11.017053, ,-11.098698,0,-11.363016,"
",-11.491501,4,-12.404888,The,-12.503669,-,-12.640859,**,-12.930897,5,-13.606058,"

",-13.6261015,7,-14.310986,6,-14.322152,２,-14.3951025,9,-14.40691,11,-14.624514,#,-14.629615,{,-14.6475,*,-14.784619,2,assistant,1714163218,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,193,194,87,,,,,,,,
143,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,3,8_EN,8,The cat jumps out of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,90,box,chatcmpl-9IMRmLBbiQ1C3emusemA7Lg93n9mG,length,0,1,-0.00508658,1,-0.00508658,2,-5.287296,3,-12.137737,The,-12.859132,0,-13.257969,**,-13.439004, ,-13.766388,-,-14.003022,4,-14.4843445,You,-14.649243,5,-15.217988,１,-15.412752,A,-15.484796,I,-15.644418,Sorry,-15.884304,7,-15.948105,"""",-15.956241,8,-16.041155,This,-16.09749,There,-16.246124,1,assistant,1714163218,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,234,235,87,,,,,,,,
144,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9IMRmSOZklvu9VsyCI8d8ouh85gJY,length,0,2,-0.38309833,2,-0.38309833,1,-1.1582792,Do,-6.6971393,K,-6.891809,3,-7.244951,C,-8.652607,R,-8.964989,İ,-9.067734,Y,-9.1964245,{,-9.391916,**,-9.535265,4,-9.626411,M,-9.798828, ,-10.132858,5,-10.427942,CE,-10.453724,0,-10.602095,(,-10.812601,O,-10.9227295,B,-10.939175,2,assistant,1714163218,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,88,,,,,,,,
145,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IMRnjxrRBZbvv8mOPK8DxZeI4O1y,length,0,1,-0.027060568,1,-0.027060568,2,-3.6287317,K,-10.187024,3,-11.2316265,M,-11.400759, ,-11.483762,Ç,-11.734061,"
",-12.063422,Se,-12.557653,Y,-12.61613,Ö,-12.674813,B,-12.702783,0,-12.947147,Ben,-12.969277,Do,-13.032754,Bu,-13.061312,k,-13.061641,4,-13.247075,**,-13.504113,"""",-13.545163,1,assistant,1714163219,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,280,281,88,,,,,,,,
