,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_2_bytes,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_11_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes
127,2,Ullman Expansion,73,2A-TR/64,2A-TR,64,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2A,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sandığın",Closed-ended,Turkish,,,1,Action,203,kutunun,chatcmpl-9IUsyNarC5MuyHhXs7S3VknUyUAVl,length,0,2,-1.1279553e-05,2,-1.1279553e-05,1,-11.466934,"
",-14.362921,**,-15.89061,Can,-16.931707,3,-18.105507, ,-18.447046,Sand,-19.105543,K,-19.894997,"

",-19.947723,İ,-20.239162,​,-20.312954,２,-20.62038,S,-20.667889,M,-21.034903,C,-21.146847,B,-21.299332,-,-21.436245,4,-21.545185,***,-21.807903,2,assistant,1714195656,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,279,280,82,,,,,,,,,,,,,
128,2,Ullman Expansion,73,2A-TR/64,2A-TR,64,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2A,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sandığın",Closed-ended,Turkish,,,0,Reality,204,kutunun,chatcmpl-9IUsy26HjnUtIdiNTvzHYCo2Ivlg8,length,0,1,-5.5122365e-07,1,-5.5122365e-07,2,-15.531346,"
",-15.889691,**,-15.966571, ,-17.335245,K,-19.22522,İ,-19.885046,Sorry,-20.22651,3,-20.2835,-,-20.335728,"

",-21.393373,​,-21.564056,***,-21.85023,I,-21.934612,１,-22.161469,   ,-22.259403,*,-22.328188,A,-22.627377,The,-22.631817,₁,-22.75975,1,assistant,1714195656,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,338,339,82,,,,,,,,,,,,,
129,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2,5,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,83,kutunun,chatcmpl-9IUszzHyUhPGJcNckEWd20JAzcfet,length,0,1,-0.60289264,1,-0.60289264,2,-0.79239917,**,-11.148784,M,-13.738059,Can,-14.213746,"
",-16.521685,`,-17.133736,\(,-17.743517,K,-18.000456,İ,-18.710304, ,-19.172478,3,-19.31823,***,-19.499527,{,-19.501154,C,-19.538109,The,-19.944939,*,-20.267942,"""",-20.313375,S,-20.526497,I,-20.625484,1,assistant,1714195657,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,243,244,83,,,,,,,,,,,,,
130,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,84,kutunun,chatcmpl-9IUt0LllpQvJYYpOlsvFHwSFluAAH,length,0,2,-5.0020742e-05,2,-5.0020742e-05,1,-9.913425,**,-15.452747,"
",-15.531876,Can,-16.275167,M,-17.663084,3,-18.009274, ,-19.012947,K,-19.84665,２,-19.965109,​,-20.399998,"

",-20.534977,C,-20.902802,4,-20.979118,İ,-20.99734,-,-21.07571,B,-21.17651,***,-21.304077,S,-21.33635,The,-21.484615,2,assistant,1714195658,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,303,304,83,,,,,,,,,,,,,
131,2,Ullman Expansion,74,2C-TR/26,2C-TR,26,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,86,kutunun,chatcmpl-9IUt0Cy568iKsKAlTqfWb9pDvd89b,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-16.47973,**,-16.809296,"
",-16.8895, ,-18.806496,K,-20.208836,İ,-20.34825,Sorry,-20.531828,3,-20.82153,"

",-21.432781,M,-21.62499,-,-21.987736,I,-22.591986,​,-22.716396,A,-23.187216,*,-23.239109,Ö,-23.26431,１,-23.349197,The,-23.425747,L,-23.433475,1,assistant,1714195658,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,362,363,83,,,,,,,,,,,,,
132,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,0,5_EN/2B,5,John thinks that the cat is on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,69,box,chatcmpl-9IUt1zJTeyFw3A7Hpl16KM8Iwn8DY,length,0,2,-7.107425e-06,2,-7.107425e-06,**,-11.929488,1,-15.826962,John,-16.354155,"
",-16.422115,The,-16.879284,Since,-17.18982,`,-17.685364,3,-18.422102, ,-18.672756,２,-18.755714,Based,-18.898155,Given,-19.013393,₂,-19.233006,\[,-19.290325,,-19.326231,Respond,-19.419247,To,-19.643087,```,-19.830803,In,-20.271507,2,assistant,1714195659,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,155,156,84,,,,,,,,,,,,,
133,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,1,6_EN/2B,6,John will look for the cat on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,70,box,chatcmpl-9IUt2RESgHKyG8tTLZhtSFdi9EGhz,length,0,2,-0.00070468726,2,-0.00070468726,1,-7.2592497,**,-14.948585,3,-15.371539,"
",-16.53245,Since,-17.417934,John,-19.340017,The,-19.859127,Based,-20.97485,He,-21.008917, ,-21.021223,***,-21.46504,Given,-21.53707,２,-21.721441,​,-21.74477,```,-22.00757,I,-22.072683,Correct,-22.097593,`,-22.200075,Sorry,-22.278988,2,assistant,1714195660,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,198,199,84,,,,,,,,,,,,,
134,2,Ullman Expansion,75,2B-EN/27,2B-EN,27,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Expansion: 2B (English),English,,,"5_EN/2B, 6_EN/2B, 7_EN, 8_EN/2B",3,English,You are a helpful assistant.,3,8_EN/2B,8,The cat jumps off of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,72,box,chatcmpl-9IUt2cvhr2XipsqKMjk8Cb1FctqWA,length,0,1,-0.0017286106,1,-0.0017286106,2,-6.3613324,**,-18.025328,3,-18.789349,"
",-20.030943,Since,-21.071508, ,-21.26284,The,-21.70303,１,-23.064236,I,-23.449911,​,-23.776579,"

",-23.87187,***,-23.874413,*,-24.130867,Respond,-24.604103,After,-24.67466,Given,-24.813585,To,-24.83352,4,-24.838575,Sorry,-24.879238,1,assistant,1714195660,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,239,240,84,,,,,,,,,,,,,
135,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2B,5,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,73,kutunun,chatcmpl-9IUt3iOEJSL2R77xpVZCSjTnYsc8a,length,0,2,-3.3451433e-05,2,-3.3451433e-05,Can,-10.546569,**,-12.2586355,1,-13.296954,"
",-14.4396105,M,-16.678694,3,-17.377052, ,-17.558334,K,-17.654373,\(,-18.181673,C,-18.181828,`,-18.325666,5,-18.815748,İ,-18.981241,"""",-19.194225,S,-19.47842, Can,-19.588503,4,-19.623203,*,-19.663553,```,-19.695498,2,assistant,1714195661,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,229,230,85,,,,,,,,,,,,,
136,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IUt3r39a1gpvTgBiroA0jtaGaUqY,length,0,2,-4.3202e-07,2,-4.3202e-07,**,-15.711176,1,-15.986546,"
",-16.044987,Can,-17.40449, ,-19.028008,3,-19.699005,Se,-20.625544,"

",-20.71476,​,-21.074574,İ,-21.192572,K,-21.667934,Sorry,-21.891663,２,-22.097717,M,-22.229889,S,-22.27105,-,-22.272247,​​,-22.36427,"""",-22.418724,***,-22.42712,2,assistant,1714195661,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,290,291,85,,,,,,,,,,,,,
137,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IUt4owdY03kp2MsXRF5cponw5L9d,length,0,1,-5.5122365e-07,1,-5.5122365e-07,2,-14.477292,**,-17.41682,"
",-17.530083, ,-18.969803,K,-19.845093,3,-19.886774,İ,-20.870876,-,-21.549515,​,-21.894588,Sorry,-22.209948,"

",-22.637402,M,-22.726486,I,-22.741148,１,-22.849022,0,-23.359951,4,-23.378487,​​,-23.560787,***,-23.657362,₁,-23.71709,1,assistant,1714195662,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,351,352,85,,,,,,,,,,,,,
138,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9IUt685CkShrJrXUzO4uHqT0mkwhi,length,0,2,-0.00010735771,2,-0.00010735771,1,-9.638242,Can,-10.258569,**,-12.189219,"
",-14.084577,M,-14.503148,K,-15.762219,3,-16.223785,C,-16.690836, ,-17.05422,5,-17.17282,İ,-17.70697,S,-17.777685,`,-18.051195,The,-18.13497,\(,-18.349503,4,-18.491335,Bu,-18.570347,B,-18.581127,Se,-18.618343,2,assistant,1714195664,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,227,228,86,,,,,,,,,,,,,
139,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IUt6v5VXaeDhVp95iZfMAJ2JcIXP,length,0,2,-2.4584822e-06,2,-2.4584822e-06,1,-13.326724,**,-14.709243,"
",-15.494311,Can,-15.681602,3,-18.151182, ,-18.946112,Se,-19.556492,​,-20.03769,K,-20.148441,İ,-20.675703,S,-20.879183,"

",-21.052748,M,-21.27666,C,-21.317595,２,-21.409586,***,-21.613089,4,-21.685097,-,-21.825747,B,-21.919947,2,assistant,1714195664,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,288,289,86,,,,,,,,,,,,,
140,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IUt7F4FIEy8QVSFkDV3qV2tEuRAr,length,0,1,-1.6240566e-06,1,-1.6240566e-06,2,-13.53031,**,-16.241302,"
",-16.470781, ,-18.230566,K,-18.45275,3,-19.19599,İ,-19.606672,-,-20.460306,​,-20.692207,Sorry,-20.818064,１,-21.593824,I,-21.672215,Can,-21.890081,M,-21.980732,"

",-21.995834,***,-22.042635,​​,-22.231081,Ö,-22.309462,Se,-22.37907,1,assistant,1714195665,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,349,350,86,,,,,,,,,,,,,
141,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9IUt8nl1Zyt5I9V5bnAvWPsiY6d5I,length,0,1,-0.00026300468,1,-0.00026300468,2,-8.257286,**,-13.349724,Mark,-13.358831,The,-16.306622,Since,-16.429478, ,-16.436562,"
",-16.945265,Respond,-17.684883,{,-18.376219,`,-18.770773,3,-18.834766,John,-18.909906,Answer,-18.981264,Given,-19.033117,１,-19.081406,Based,-19.116697,In,-19.125172,***,-19.17551,Before,-19.27658,1,assistant,1714195666,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,150,151,87,,,,,,,,,,,,,
142,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,1,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9IUtALQVYVtbznYPQivX92gte7SPn,length,0,1,-0.0014720071,1,-0.0014720071,2,-6.521877,**,-16.995869,"
",-17.951103,3,-18.041004, ,-19.367735,Since,-19.903332,"

",-21.279652,The,-21.376488,He,-21.522863,１,-21.618504,***,-22.292227,Box,-22.308418,`,-22.448355,4,-22.558926,​,-22.682941,"  
",-22.735523,Correct,-22.766674,*,-22.812328,I,-22.838669,1,assistant,1714195668,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,193,194,87,,,,,,,,,,,,,
143,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,3,8_EN,8,The cat jumps out of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,90,box,chatcmpl-9IUtArkXjl3rh0HBYJzP2t079ykIt,length,0,1,0.0,1,0.0,2,-16.713001,**,-20.776253, ,-21.344193,"
",-24.123867,3,-24.314999,The,-24.8772,１,-25.193613,₁,-26.094437,Sorry,-26.128267,,-26.412735,Since,-26.45173,"

",-26.855822,***,-27.108347,<|end|>,-27.151117,   ,-27.337143,I,-27.3957,*,-27.403648,This,-27.66591,It,-27.762325,1,assistant,1714195668,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,234,235,87,,,,,,,,,,,,,
144,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9IUtBvGTZcmLdj1pVFyYtEMyg3MiF,length,0,1,-0.009509922,1,-0.009509922,2,-4.661667,M,-11.401424,**,-12.86042,Can,-16.861229,K,-16.868988,"
",-17.422314,`,-17.563318, ,-17.581295,3,-18.229362,İ,-18.330683,C,-18.664183,\(,-18.99229,The,-19.28968,[,-19.51999,{,-19.63682,"

",-19.637072,S,-19.806566,***,-19.841373,CE,-19.862215,1,assistant,1714195669,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,218,219,88,,,,,,,,,,,,,
