,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_3_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes
146,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9INOsu2QYyKCitZHYo9S5CNH5nmGM,length,0,1,-4.3202e-07,1,-4.3202e-07,2,-14.941853,**,-17.681284,"
",-18.056202, ,-18.285646,İ,-20.725452,3,-20.819523,K,-20.990646,-,-22.01849,Sorry,-22.268835,"

",-22.350117,M,-22.734554,​,-22.912016,I,-23.442387,0,-23.492092,*,-23.496193,***,-23.639568,A,-23.701962,１,-23.758118,   ,-23.763807,1,assistant,1714166882,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,339,340,88,,,,,,,,,,,,,
147,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun,chatcmpl-9INOtk0Vynt6D2akA8ZUdZc8mbm0A,length,0,1,-8.304016e-05,1,-8.304016e-05,2,-9.977063,M,-10.942523,**,-10.96775,K,-14.809859,CE,-15.808909,`,-15.896874, ,-16.051592,"
",-16.078098,Can,-16.349491,3,-16.424046,C,-16.424545,İ,-16.770575,S,-17.486864,{,-17.560043,[,-17.815212,\(,-17.855373,"""",-17.921284,***,-17.962725,0,-18.11044,1,assistant,1714166883,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,89,,,,,,,,,,,,,
148,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9INOttEXyH7MJ4tfIUCzMNEkzRDhk,length,0,1,-6.0391463e-05,1,-6.0391463e-05,2,-9.723273,M,-15.5400915,**,-16.01789,"
",-16.146465,3,-17.364355,K,-17.63918,İ,-17.965109, ,-18.051498,​,-19.39251,-,-19.46112,0,-19.948975,C,-20.004372,B,-20.028585,Bu,-20.52409,"

",-20.604654,`,-20.724264,A,-20.909943,*,-20.96637,​​,-21.00381,1,assistant,1714166883,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,278,279,89,,,,,,,,,,,,,
149,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9INOuqPPNv64zPzK74wQ1OXcVNaCr,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-16.159363,**,-19.912928, ,-20.682537,"
",-21.475151,K,-22.314236,Sorry,-22.824642,İ,-22.831219,3,-23.569513,M,-23.759848,-,-24.428589,I,-24.65875,​,-24.894266,"

",-24.911938,A,-24.982712,１,-25.395077,*,-25.741257,`,-25.918043,***,-25.966127,​​,-25.99056,1,assistant,1714166884,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,337,338,89,,,,,,,,,,,,,
150,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,166,çikolata,chatcmpl-9INOvXU6h6cmH3iBnvoG0lN1yOm6b,length,0,2,-3.7697225e-06,2,-3.7697225e-06,**,-12.769623,"
",-14.773397,1,-15.6785965,E,-16.167873, ,-16.63372,İ,-17.25115,3,-17.360218,\(,-17.71491,`,-17.772818,Ç,-17.951645,```,-18.299599,Po,-18.341103,"""",-18.607826,0,-18.781734,Et,-19.051373,₂,-19.14096,``,-19.24388,Bu,-19.260391,２,-19.262522,2,assistant,1714166885,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,199,200,90,,,,,,,,,,,,,
151,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9INOzCEF6Sfwcmp6B1I9Bm2zu93uR,length,0,2,-0.00025835942,2,-0.00025835942,1,-8.26262,"
",-15.747958,E,-15.84162,3,-17.37152,**,-17.609835,Ç,-18.005999, ,-19.641424,İ,-19.65787,ç,-20.751131,"

",-21.032675,4,-21.113344,B,-21.342001,​,-21.351986,-,-21.545212,Bu,-21.647072,C,-21.741018,Ö,-22.029417,```,-22.033045,Se,-22.221962,2,assistant,1714166889,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,277,278,90,,,,,,,,,,,,,
152,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9INP0VBqTv4cVKrXTmSI1EZHWvzpR,length,0,1,0.0,1,0.0,2,-18.810608,**,-20.303652, ,-20.662615,İ,-22.155878,"
",-23.425241,3,-24.285652,I,-24.950184,Sorry,-24.992271,E,-25.44318,-,-25.501816,"

",-25.666801,   ,-25.729744,１,-25.981802,₁,-26.19321,Ö,-26.290539,Ç,-26.347536,`,-26.440521,"""",-26.456703,​,-26.465614,1,assistant,1714166890,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,361,362,90,,,,,,,,,,,,,
153,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,168,patlamış mısır,chatcmpl-9INP1vTwv3fVKe3DOMXTZLOA6TCMB,length,0,2,-7.703444e-06,2,-7.703444e-06,**,-12.176353,1,-14.060524,"
",-14.1710205,E,-14.712593,3,-16.663572, ,-16.71295,İ,-16.803104,Et,-16.9585,`,-17.310963,Po,-17.511528,Ç,-17.723719,\(,-17.999336,Bu,-18.60751,"""",-18.650108,```,-18.785042,0,-18.891293,\[,-18.957315,*,-19.106165,-,-19.132263,2,assistant,1714166891,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,218,219,91,,,,,,,,,,,,,
154,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9INP2VtXafqmImfzoF9YfFLTKiDSJ,length,0,2,-0.0010532921,2,-0.0010532921,1,-6.856461,"
",-15.9437065,3,-16.802402,E,-16.987629,**,-18.107477,Ç,-19.471188, ,-19.766354,İ,-20.405142,4,-21.021162,"

",-21.048569,ç,-21.634956,​,-21.752764,B,-21.82845,-,-21.916393,C,-22.373144,Bu,-22.56198,Se,-22.730953,Since,-22.74451,T,-22.787313,2,assistant,1714166892,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,296,297,91,,,,,,,,,,,,,
155,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9INP20gZG2BkaZ2avXQsT0EbW6hFi,length,0,1,0.0,1,0.0,2,-18.475946,**,-20.047792, ,-20.709894,"
",-22.06843,İ,-23.169779,3,-24.317865,"

",-25.08567,Sorry,-25.158901,-,-25.59494,I,-25.774263,１,-25.982376,   ,-26.195696,E,-26.46363,₁,-26.519073,***,-26.736334,  ,-26.8988,A,-27.000664,​,-27.10636,,-27.207388,1,assistant,1714166892,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,380,381,91,,,,,,,,,,,,,
156,2,Ullman Expansion,100,1B-TR/75,1B-TR,75,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,"Ullman Expansion: 1B (Turkish, FBV San)",Turkish,,1.0,"1_TR-3/1B, 2_TR/1B, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3/1B,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,1.0,1,Belief,170,belirsizlik,chatcmpl-9INP3ohPwJ0ZhDOqgrLyyZmjv4NOg,length,0,2,-0.00027730546,2,-0.00027730546,3,-8.219394,E,-12.611915,1,-13.137504,**,-13.399905,"
",-14.044562,Ç,-16.72647, ,-16.90365,Po,-17.468666,İ,-17.837107,{,-18.058075,Since,-18.064945,`,-18.099771,Bu,-18.161263,Et,-18.21681,\(,-18.30308,0,-18.465548,Ö,-19.028967,[,-19.152906,B,-19.1716,2,assistant,1714166893,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,215,216,92,,,,,,,,,,,,,
157,2,Ullman Expansion,100,1B-TR/75,1B-TR,75,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,"Ullman Expansion: 1B (Turkish, FBV San)",Turkish,,1.0,"1_TR-3/1B, 2_TR/1B, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9INP4sdNl9mgddV0V55bTgOe1leMN,length,0,2,-0.0061019203,2,-0.0061019203,1,-5.1211534,3,-9.077795,"
",-16.890095,E,-18.756914,**,-19.635624,4,-20.175852,Ç,-20.348963, ,-20.573824,İ,-21.12286,ç,-21.514593,"

",-22.005959,Since,-22.711336,B,-22.783108,-,-22.911028,Bu,-22.950027,​,-23.011934,{,-23.096746,Sorry,-23.211496,I,-23.323107,2,assistant,1714166894,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,299,300,92,,,,,,,,,,,,,
158,2,Ullman Expansion,100,1B-TR/75,1B-TR,75,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,"Ullman Expansion: 1B (Turkish, FBV San)",Turkish,,1.0,"1_TR-3/1B, 2_TR/1B, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9INP5ALVq8HN9zhvbpBLbY3GsCknq,length,0,1,-1.9361265e-07,1,-1.9361265e-07,**,-16.615433,2,-17.458778,"
",-19.263893, ,-19.893621,İ,-20.866684,3,-21.356373,Sorry,-22.283545,"

",-22.50299,E,-22.505722,I,-23.579098,-,-23.707436,A,-23.788492,​,-23.811954,***,-23.95247,１,-23.971571,Bu,-23.992107,*,-24.306465,₁,-24.367409,   ,-24.493364,1,assistant,1714166895,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,383,384,92,,,,,,,,,,,,,
159,2,Ullman Expansion,101,1C-TR/49,1C-TR,49,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,172,patlamış mısır,chatcmpl-9INP5Rq9vVlOzkqVdY3UG2vCA1WMk,length,0,2,-0.0071665472,2,-0.0071665472,1,-4.9423165,**,-13.326095,E,-13.9076605,"
",-16.02368,3,-17.186558, ,-17.64699,Ç,-17.881134,İ,-17.88434,Po,-17.958582,`,-18.28248,\(,-18.879988,Et,-19.18589,0,-19.460402,{,-19.548729,```,-19.72742,Pat,-19.97374,4,-20.069075,P,-20.089815,"""",-20.101784,2,assistant,1714166895,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,272,273,93,,,,,,,,,,,,,
160,2,Ullman Expansion,101,1C-TR/49,1C-TR,49,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9INP6Qoubl66kb5RKu2ioSwdbQUfX,length,0,2,-0.21978228,2,-0.21978228,1,-1.6229995,E,-15.305466,3,-16.603693,"
",-17.46963,İ,-17.794436,Ç,-18.195791, ,-18.67755,**,-18.743681,Bu,-19.168524,4,-19.669458,B,-20.150461,ç,-20.522062,Ö,-20.584795,"

",-20.705137,T,-20.717365,D,-20.75717,I,-21.137514,-,-21.196974,Se,-21.19848,2,assistant,1714166896,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,350,351,93,,,,,,,,,,,,,
161,2,Ullman Expansion,101,1C-TR/49,1C-TR,49,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9INP6tGOkIAZH0eZx0ocVpFpN23Ih,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.642801,**,-17.639383, ,-18.719177,"
",-20.0299,İ,-20.47913,3,-21.084099,E,-21.94304,Sorry,-22.723505,-,-22.874287,"

",-22.909582,１,-23.094212,I,-23.159729,   ,-23.63878,​,-23.640663,"""",-23.877453,***,-23.936052,`,-24.03376,A,-24.058752,₁,-24.086647,1,assistant,1714166896,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,434,435,93,,,,,,,,,,,,,
162,2,Ullman Expansion,102,1D-TR/49,1D-TR,49,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,174,patlamış mısır,chatcmpl-9INP7gvrNvpn3orCVEjkfy0ARYUZx,length,0,2,-0.0020579502,2,-0.0020579502,1,-6.199772,E,-11.648729,Et,-11.710344,**,-12.006472,"
",-12.939434,Po,-16.197124, ,-16.598837,İ,-16.637518,3,-16.837633,Y,-17.369871,\(,-17.407654,S,-17.658781,Ç,-17.66622,B,-17.699678,`,-17.835527,Bu,-18.094347,The,-18.214119,"

",-18.283556,T,-18.445467,2,assistant,1714166897,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,209,210,94,,,,,,,,,,,,,
