,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes
158,2,Ullman Expansion,100,1B-TR/75,1B-TR,75,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,"Ullman Expansion: 1B (Turkish, FBV San)",Turkish,,1.0,"1_TR-3/1B, 2_TR/1B, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9IN21QrZiQsvBq5qE9KUAJh9Y0FwX,length,0,2,-0.027579417,2,-0.027579417,1,-3.6184149,Ç,-8.902661,3,-9.138019,Ben,-10.495236,B,-10.931632,Bu,-11.402106, ,-11.736642,Y,-11.960355,İ,-11.971501,Pat,-12.130443,\xc5,-12.247609,"
",-12.338811,0,,-12.361411,Bel,-12.826807,E,-12.974704,Ö,-12.979946,Ik,-13.015179,As,-13.150631,S,-13.3460655,2,assistant,1714165465,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,383,384,92,,,,,,
159,2,Ullman Expansion,101,1C-TR/49,1C-TR,49,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,172,patlamış mısır,chatcmpl-9IN22V68PIzVgfOzhxLrGITCXsGuE,length,0,1,-0.5007688,1,-0.5007688,2,-0.9349786,E,-8.173992,Tor,-8.870262,3,-8.952726,0,-9.091164,İ,-9.434734,{,-9.702911,Po,-9.757008,Y,-9.785913,**,-9.884043,C,-9.966337,Do,-9.999626,Bu,,-10.023212,Ö,-10.779932,Ç,-10.806221,CE,-10.953476,As,-11.039539,R,-11.040827,"""",-11.391712,1,assistant,1714165466,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,272,273,93,,,,,,
160,2,Ullman Expansion,101,1C-TR/49,1C-TR,49,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9IN22CE65I8caVrgk0Ktcz9kcQ623,length,0,2,-0.024663923,2,-0.024663923,1,-3.7176418,Ç,-10.720932, ,-11.242767,"
",-12.180859,3,-12.400347,Pat,-12.45472,Y,-12.512827,**,-13.362323,"""",-13.372195,İ,-13.421407,0,-13.524905,-,-13.995551,C,,-14.044253,4,-14.151882,{,-14.458961,B,-14.526276,Ö,-14.53254,E,-14.738074,ç,-14.807202,2,assistant,1714165466,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,350,351,93,,,,,,
161,2,Ullman Expansion,101,1C-TR/49,1C-TR,49,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9IN22tiJdQPlRM5kIDW5pgL1NDbCs,length,0,1,-0.34348947,1,-0.34348947,2,-1.2359302, ,-10.262694,Ç,-10.369666,Pat,-10.997515,3,-11.663717,0,-11.822056,"
",-12.1479025,İ,-12.801358,pat,-12.810616,ç,-12.910868,Ö,-12.968448,Y,-13.0680275,"""",,-13.278247,B,-13.524917,4,-13.559923,-,-13.6046295,ş,-13.620496,**,-13.678272,A,-14.249648,1,assistant,1714165466,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,434,435,93,,,,,,
162,2,Ullman Expansion,102,1D-TR/49,1D-TR,49,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,174,patlamış mısır,chatcmpl-9IN23oaYWV6xtsIDrRULUShBBlnPa,length,0,2,-0.45178628,2,-0.45178628,1,-1.0414431,E,-5.0697403,Tor,-6.880394,3,-7.5831604,0,-7.8296967,Y,-8.130409,"""",-8.365524,Po,-8.456928,R,-8.714132,Do,-8.922577,İ,-8.976807,"""E",-9.197697,4,,-9.251238,B,-9.433527,Ç,-9.491516,{,-9.73332,5,-9.753344,Tek,-9.860962,C,-9.864906,2,assistant,1714165467,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,209,210,94,,,,,,
163,2,Ullman Expansion,102,1D-TR/49,1D-TR,49,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,47,patlamış mısır,chatcmpl-9IN23o67P1L6dRNetctnld4WfxBfZ,length,0,1,-0.34002957,1,-0.34002957,2,-1.2441815, ,-11.278634,3,-11.704183,E,-11.912416,Y,-12.202508,Ç,-12.28048,"
",-12.464094,"""",-12.764337,0,-12.882036,{,-12.969797,4,-13.403037,**,-13.490729,Pat,,-13.529718,B,-13.612322,-,-13.642371,C,-13.677687,İ,-13.890034,12,-14.105364,5,-14.404412,1,assistant,1714165467,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,287,288,94,,,,,,
164,2,Ullman Expansion,102,1D-TR/49,1D-TR,49,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,50,patlamış mısır,chatcmpl-9IN24Dk6zUA1IHi196Ld4N144fDs5,length,0,1,-0.310049,1,-0.310049,2,-1.322998,Pat,-10.238823,Ç,-10.280004, ,-10.554938,0,-10.562186,3,-10.57422,pat,-11.271648,B,-11.549544,Y,-11.559569,E,-11.643974,"
",-12.127508,-,-12.55583,Ö,,-12.583196,4,-12.658882,İ,-12.841731,Bu,-12.876066,5,-13.256334,"""",-13.439721,ş,-13.469756,1,assistant,1714165468,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,371,372,94,,,,,,
165,2,Ullman Expansion,108,2-TR/50,2-TR,50,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,176,sepetin,chatcmpl-9IN24oCoydDiiIElMdEmRPnwcQXMC,length,0,2,-0.48347378,2,-0.48347378,1,-0.9779768,K,-5.8764677,3,-6.1178713,Do,-7.8092794,4,-8.410464,İ,-8.458459,C,-8.8402605,Can,-8.920302,Y,-9.202756,**,-9.217038,O,-9.390985,{,-9.421237,5,,-9.581899, ,-9.604478,CE,-9.986495,(,-10.014375,R,-10.272529,San,-10.355628,0,-10.365033,2,assistant,1714165468,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,210,211,95,,,,,,
166,2,Ullman Expansion,108,2-TR/50,2-TR,50,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,57,sepetin,chatcmpl-9IN25O7Fc46DnrN9MYiSVIj5ezBGW,length,0,2,-0.05150242,2,-0.05150242,1,-2.9970477,3,-9.507643, ,-10.307549,"
",-10.80245,K,-11.147402,se,-11.343476,4,-11.440876,Ç,-11.740271,ş,-11.816259,Se,-11.959397,SE,-12.099517,-,-12.186517,0,,-12.322241,Y,-12.970329,İ,-13.102595,B,-13.112367,"""",-13.114312,Ben,-13.170446,ç,-13.315059,2,assistant,1714165469,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,270,271,95,,,,,,
167,2,Ullman Expansion,108,2-TR/50,2-TR,50,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,59,kutunun,chatcmpl-9IN253saaUk009Yx0uKfcwVoCVl3B,length,0,1,-0.03280784,1,-0.03280784,2,-3.4354472, ,-10.456348,3,-12.013043,Ç,-12.338862,0,-12.70726,K,-12.908724,B,-13.598355,Y,-13.729684,12,-14.123764,Ö,-14.149098,**,-14.192078,-,-14.216886,Ben,,-14.309413,"""",-14.344105,Bu,-14.366531,"
",-14.447522,Ba,-14.47598,4,-14.575007,İ,-14.589484,1,assistant,1714165469,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,329,330,95,,,,,,
168,2,Ullman Expansion,109,2A-TR/65,2A-TR,65,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2A,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",Closed-ended,Turkish,,1.0,1,Thought,202,kutunun,chatcmpl-9IN25Fptxqm1TkixGjHTRjL4u7ZXG,length,0,2,-0.48342934,2,-0.48342934,1,-0.9896358,3,-5.121592,K,-6.3059144,{,-7.292929,C,-7.5043855,4,-7.6217256,0,-8.116055,İ,-8.222342,Do,-8.80024,**,-8.902632,Y,-9.057001,5,-9.181,Top,,-9.236242,R,-9.270811,CE,-9.347961,(,-9.835888,O,-9.850603,B,-10.008959,6,-10.060247,2,assistant,1714165469,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,96,,,,,,
169,2,Ullman Expansion,109,2A-TR/65,2A-TR,65,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2A,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sandığın",Closed-ended,Turkish,,,1,Action,203,kutunun,chatcmpl-9IN26VvOkrs52UlMJEBjfrPdv4wVS,length,0,2,-0.5049788,2,-0.5049788,1,-0.9256846,3,-9.559886,K,-10.658143, ,-10.702422,Ç,-10.971271,4,-11.311936,B,-12.196564,"
",-12.2037735,Ö,-12.312743,İ,-12.383978,-,-12.535107,0,-12.709048,Y,,-12.801708,ş,-13.122361,"""",-13.2076845,S,-13.219261,5,-13.304236,**,-13.35321,ç,-13.559858,2,assistant,1714165470,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,279,280,96,,,,,,
170,2,Ullman Expansion,109,2A-TR/65,2A-TR,65,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2A,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sandığın",Closed-ended,Turkish,,,0,Reality,204,kutunun,chatcmpl-9IN26KfMp4W9o2ShlVWhwB0n9wGs9,length,0,1,-0.30748335,1,-0.30748335,2,-1.3297879, ,-9.607418,3,-10.53423,0,-11.571502,Ç,-11.702295,K,-12.028341,B,-12.425451,Ö,-12.570514,4,-12.646235,Y,-12.689621,-,-12.722166,İ,-13.110746,"
",,-13.350834,Ba,-13.414477,**,-13.497333,Son,-13.530531,Bu,-13.540599,"""",-13.668533,Ben,-13.796338,1,assistant,1714165470,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,338,339,96,,,,,,
171,2,Ullman Expansion,110,2C-TR/50,2C-TR,50,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,179,kutunun,chatcmpl-9IN27FgjSc4INWPKFvUXFmliznTVF,length,0,1,-0.62023705,1,-0.62023705,2,-0.77685326,K,-7.3416286,Do,-7.470342,3,-8.019491,Y,-9.166407,C,-9.291647,M,-9.411667,İ,-9.833555,R,-9.876947,**,-10.141722, ,-10.2466755,{,-10.443895,Can,,-10.60264,(,-10.725679,4,-10.890402,Ben,-11.085747,B,-11.153288,CE,-11.37768,O,-11.442278,1,assistant,1714165471,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,243,244,97,,,,,,
172,2,Ullman Expansion,110,2C-TR/50,2C-TR,50,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,84,kutunun,chatcmpl-9IN270sgutYqOlfEeXZ5tmVYyIkuu,length,0,1,-0.5286991,1,-0.5286991,2,-0.8905117, ,-9.388085,3,-10.683888,"
",-10.978285,K,-12.126825,-,-12.543581,0,-12.57668,**,-12.643751,4,-12.826737,Ç,-12.883459,"""",-13.281304,​,-13.462555,(,,-13.55288,{,-13.648172,k,-13.7880335,Ö,-13.927195,bir,-13.940107,5,-13.963493,２,-13.97672,1,assistant,1714165471,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,303,304,97,,,,,,
173,2,Ullman Expansion,110,2C-TR/50,2C-TR,50,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,86,kutunun,chatcmpl-9IN27Iv6WXZMMpGsYaKYbxCNC7sLk,length,0,2,-0.21772121,2,-0.21772121,1,-1.6327775, ,-8.829648,3,-10.7249565,"
",-10.996345,0,-11.310382,-,-12.174352,**,-12.428802,K,-12.516771,4,-12.673309,"""",-12.800157,Ç,-12.832661,12,-13.182587,Y,,-13.343511,21,-13.533088,２,-13.733777,(,-13.767084,ş,-13.85594,5,-13.890304,​,-14.0461,2,assistant,1714165471,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,97,,,,,,
174,2,Ullman Expansion,111,2B-TR/51,2B-TR,51,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2B,5,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,178,kutunun,chatcmpl-9IN28KIayn3igRXhDMua4ixUDeJvX,length,0,2,-0.40483746,2,-0.40483746,1,-1.1103524,3,-6.317868,K,-7.072192,4,-8.878736,Do,-9.419435,İ,-9.460258,C,-9.880851,Can,-10.027219,Y,-10.233491, ,-10.247521,5,-10.470513,{,-10.549554,B,,-10.5870695,O,-10.863851,Ö,-10.953313,**,-11.041339,CE,-11.06216,Ü,-11.364308,\xc5,-11.397611,2,assistant,1714165472,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,98,,,,,,
