,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes
138,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9IN4DhZKfb1JBRAA4rUA2g7NZapYE,length,0,2,-0.5859195,2,-0.5859195,1,-0.8241874,3,-6.2660265,K,-6.2823343,4,-8.562192,Can,-8.643796,Do,-9.262881,İ,-9.750905,k,-9.928308,{,-9.989583,Y,-10.300637,C,-10.320798,5,-10.4229,O,-10.503325,B,-10.84867,Od,-10.956563, ,-11.096341,"""",-11.17348,Ö,-11.185485,CE,,-11.202426,2,assistant,1714165601,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,86,,,,,,,
139,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IN4D2vgmBgNjVxEnd6igIqzCx2Qx,length,0,2,-0.05920426,2,-0.05920426,1,-2.865637,3,-8.253773, ,-10.091831,K,-10.229558,4,-10.336184,Ç,-10.663652,Se,-11.291026,Y,-11.581141,0,-11.700801,SE,-11.74219,B,-11.891651,5,-12.046987,"
",-12.231259,Ben,-12.456231,İ,-12.47714,Ö,-12.477875,-,-12.502291,se,-12.652356,Ce,,-13.140676,2,assistant,1714165601,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,288,289,86,,,,,,,
140,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IN4E8NkhJP5hH8IOESTxe6K4trSD,length,0,1,-0.5612197,1,-0.5612197,2,-0.8456149, ,-9.42618,3,-10.243206,0,-11.144447,"
",-11.739485,4,-12.116123,-,-12.265837,K,-12.886614,"""",-13.054308,Ç,-13.089882,**,-13.169889,22,-13.386065,İ,-13.424196,5,-13.4429455,12,-13.689234,11,-13.842421,B,-13.892246,(,-13.915449,{,,-14.026506,1,assistant,1714165602,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,349,350,86,,,,,,,
141,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9IN4EoOYLz68LmiZjy3MtLQENuxHK,length,0,1,-0.5935374,1,-0.5935374,2,-0.8040114,3,-10.177825, ,-10.752242,The,-12.020577,**,-12.307944,"
",-12.536579,Answer,-12.943956,0,-13.1342535,"

",-13.347418,4,-13.464145,Please,-13.467779,Sorry,-13.699453,-,-13.908621,```,-14.208404,You,-14.430182,I,-14.659726,#,-14.698713,<|end|>,-14.878337,5,,-14.935372,1,assistant,1714165602,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,150,151,87,,,,,,,
142,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,1,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9IN4EgOCYgg4HVoYl7SIvcL6ab5Px,length,0,1,-0.649486,1,-0.649486,2,-0.7389979,3,-10.971413, ,-11.00813,0,-11.326754,"
",-11.745943,4,-12.383468,-,-12.504039,**,-12.778871,The,-12.8642025,5,-13.561728,"

",-13.564132,２,-14.421281,7,-14.424741,6,-14.427861,9,-14.506378,11,-14.709268,*,-14.784062,_,-14.792766,21,,-14.816289,1,assistant,1714165602,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,193,194,87,,,,,,,
143,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,3,8_EN,8,The cat jumps out of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,90,box,chatcmpl-9IN4F38GxVWWncz0yWZVWgFhJBzeZ,length,0,1,-0.23427385,1,-0.23427385,2,-1.5663815,3,-11.194447,0,-11.254956, ,-11.5694475,-,-12.678398,4,-12.929057,The,-13.014064,**,-13.350118,5,-14.180154,A,-15.141063,１,-15.214523,You,-15.219214,Both,-15.235548,9,-15.293728,8,-15.338691,7,-15.344689,This,-15.360453,２,-15.36167,6,,-15.376365,1,assistant,1714165603,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,234,235,87,,,,,,,
144,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9IN4F6c6sZgr5jh8I4qCLeZtalslL,length,0,2,-0.37494808,2,-0.37494808,1,-1.1775794,3,-6.7584796,K,-6.8754478,Do,-6.9466166,İ,-8.724424,C,-8.749727,4,-8.993807,R,-9.006176,Y,-9.103361,{,-9.153255,M,-9.323713,CE,-9.819887,**,-9.862888,0,-10.095045,5,-10.180691, ,-10.553698,(,-10.670755,Se,-10.7235775,O,,-10.735048,2,assistant,1714165603,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,88,,,,,,,
145,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IN4GWCNt0izxEvCYiI5TXMyl1aRd,length,0,1,-0.06414863,1,-0.06414863,2,-2.781634,K,-9.655507,3,-11.058123,Ç,-11.239314,M,-11.386511, ,-11.784041,Se,-11.9346485,"
",-12.142794,Y,-12.151707,Ö,-12.229686,B,-12.314417,0,-12.544624,Bu,-12.579511,Ben,-12.598908,Do,-12.850792,**,-12.972052,k,-13.1515665,4,-13.234501,İ,,-13.407137,1,assistant,1714165604,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,280,281,88,,,,,,,
146,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9IN4GBJbsjzqT8dvmlq5zuFeP9Lgc,length,0,2,-0.2857063,2,-0.2857063,1,-1.3939521, ,-8.816778,3,-9.643113,0,-10.265614,K,-10.801762,-,-11.231267,4,-11.280907,Ç,-11.408207,"""",-12.093178,**,-12.228206,k,-12.232858,5,-12.454574,B,-12.536367,Y,-12.575871,ş,-12.626571,İ,-12.763651,12,-12.867657,"
",-12.902297,ç,,-13.079203,2,assistant,1714165604,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,339,340,88,,,,,,,
147,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun,chatcmpl-9IN4GaIysnV8lsK1637oP74GMS04r,length,0,2,-0.6749214,2,-0.6749214,1,-0.72100866,3,-6.9087987,K,-6.95336,Do,-7.018458,{,-7.935839,M,-8.412409,4,-9.020918,İ,-9.083891,C,-9.34651,R,-9.418579,Y,-9.444731,CE,-9.728228,5,-9.959778, ,-10.022144,0,-10.242466,**,-10.336712,Ö,-10.495068,(,-10.552458,B,,-10.788033,2,assistant,1714165604,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,89,,,,,,,
148,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IN4HK6T6qRRAH4kxaWDMLb2cIEZ8,length,0,1,-0.11813719,1,-0.11813719,2,-2.1956747,K,-10.571406,3,-10.716386, ,-11.644923,Ç,-11.664391,B,-12.164726,Ö,-12.23838,Y,-12.254487,0,-12.4326315,M,-12.649873,4,-12.885459,Bu,-12.910292,"
",-12.950175,"""",-13.048455,Ben,-13.058524,\xc5,-13.275669,12,-13.423713,Do,-13.452621,Ba,,-13.641392,1,assistant,1714165605,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,278,279,89,,,,,,,
149,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9IN4HBUA0nTnMMJiUqAvHKT8Ku66b,length,0,1,-0.63316846,1,-0.63316846,2,-0.7574551, ,-9.523057,3,-10.168469,0,-10.511055,-,-11.677559,K,-11.966374,Ç,-11.995254,4,-12.064798,"
",-12.62302,**,-12.734463,12,-12.769159,"""",-12.923344,ş,-13.049017,Ö,-13.074236,5,-13.185478,B,-13.269751,Y,-13.349356,İ,-13.359054,\xc5,,-13.495898,1,assistant,1714165605,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,337,338,89,,,,,,,
150,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,166,çikolata,chatcmpl-9IN4IYr382csfyuFHCTrvWKE62bXe,length,0,2,-0.39816386,2,-0.39816386,1,-1.1210337,R,-7.7884474,Y,-8.165126,C,-8.332253,3,-8.51953,CE,-8.601899,Bu,-8.834168,İ,-8.91867,Ç,-9.266524,E,-9.300494,0,-9.469583,"""",-10.060983,Do,-10.097014,Tor,-10.148761,B,-10.212169, ,-10.238065,Ö,-10.3677435,Ben,-10.500377,As,,-10.648984,2,assistant,1714165606,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,199,200,90,,,,,,,
151,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IN4Ihu4dgjlnPdbX3cNeODLqMrBX,length,0,1,-0.1782665,1,-0.1782665,2,-1.8129711, ,-11.032314,3,-11.1784,Y,-11.253725,Pat,-11.830095,{,-11.849412,0,-11.897964,Ç,-12.018754,E,-12.222154,4,-12.511834,"
",-12.570913,B,-12.912871,İ,-12.939372,5,-13.262555,"""",-13.791115,6,-13.8088255,7,-13.823309,-,-13.8475485,Bu,,-13.9583845,1,assistant,1714165606,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,277,278,90,,,,,,,
152,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IN4IDKyN05vxKndnC0YSgJtfhTFw,length,0,1,-0.063169874,1,-0.063169874,2,-2.7962537,Pat,-10.403641,Ç,-10.47699,0,-11.184525,Bu,-11.369623,B,-11.387388,3,-11.616868,Ö,-11.622695, ,-11.769615,Y,-11.843439,İ,-12.320612,E,-12.389134,pat,-12.49641,Ben,-12.703893,"
",-12.987921,A,-13.151867,S,-13.51698,Tek,-13.555695,Ü,,-13.855016,1,assistant,1714165606,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,361,362,90,,,,,,,
153,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,168,patlamış mısır,chatcmpl-9IN4JDkHSfWnrqCr8HM1pJAUfriS7,length,0,2,-0.55238557,2,-0.55238557,1,-0.86461663,E,-7.421562,3,-8.115036,Ç,-8.185684,Y,-8.284138,İ,-8.385714,C,-8.493937,Do,-8.539175,R,-8.57094,Bu,-8.826691,Ben,-9.604221,"""",-9.67869,0,-9.894266,B,-9.932539,Ö,-9.949097,Pat,-10.002651,CE,-10.198374,Tor,-10.223642,Bur,,-10.463213,2,assistant,1714165607,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,91,,,,,,,
154,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IN4Jyy4Z3wnthQcEAZWi4IntBgkZ,length,0,1,-0.011749786,1,-0.011749786,2,-4.4529843, ,-11.266042,Y,-12.385787,"
",-12.426236,3,-13.037287,Ç,-13.764253,E,-13.900766,"""",-14.0641165,0,-14.153838,B,-14.307643,4,-14.321117,-,-14.448565,Ö,-14.5459385,**,-14.571456,İ,-14.600768,Bu,-14.794734,A,-15.014846,5,-15.050083,"

",,-15.275625,1,assistant,1714165607,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,296,297,91,,,,,,,
155,2,Ullman Expansion,99,1A-TR/49,1A-TR,49,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IN4KrtizpB3SVa9byq7Zbv6Mjp0e,length,0,1,-0.0058074477,1,-0.0058074477,2,-5.1714053,Pat,-10.84708,Ç,-11.336086,Ö,-11.51778,B,-11.684505,Bu,-11.695835, ,-12.009878,Y,-12.14189,Ben,-12.296013,E,-12.377163,3,-12.414856,0,-12.609528,İ,-12.90391,S,-13.4901495,Tek,-13.538681,A,-13.546487,"
",-13.654737,pat,-13.674803,Ü,,-13.807663,1,assistant,1714165608,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,380,381,91,,,,,,,
