,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes
135,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2B,5,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,73,kutunun,chatcmpl-9IMDzDP7EEOCn9x1tZXIGPIOa52FM,length,0,2,-0.37086767,2,-0.37086767,1,-1.1853819,K,-6.1524973,3,-6.647374,4,-9.165631,İ,-9.44966,Do,-9.497668,C,-9.595443,Can,-9.747159,Y,-9.909968,0,-10.3800535,O,-10.488351,Ö,-10.715537,Se,-10.741271,5,-10.855271,CE,-10.940066,\xc5,-11.127551,B,-11.174928,Ü,-11.248292,{,,-11.295419,2,assistant,1714162363,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,85,,,,,,
136,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IMDzq4laItDs0LHLSDXLiV1jJp0e,length,0,2,-0.06391863,2,-0.06391863,1,-2.7887626,3,-8.922525,K,-9.700235, ,-10.19537,4,-10.816501,Ç,-10.962514,0,-11.329935,"
",-11.542089,B,-11.595967,SE,-11.805492,Se,-11.903546,-,-12.171821,Y,-12.183444,se,-12.251407,5,-12.414349,İ,-12.476826,Ben,-12.558355,A,-12.81496,"""",,-12.860687,2,assistant,1714162363,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,290,291,85,,,,,,
137,2,Ullman Expansion,76,2B-TR/28,2B-TR,28,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Expansion: 2B (Turkish),Turkish,,,"5_TR-1/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IME0Bu1yZDHBFh9Lj7gGQdTpLxep,length,0,1,-0.033572856,1,-0.033572856,2,-3.4122045, ,-10.741159,3,-12.163813,Ç,-12.554974,0,-12.779483,K,-13.3919,Ö,-13.760664,"
",-14.060048,B,-14.377662,Y,-14.511708,İ,-14.615182,4,-14.615601,"""",-14.783365,-,-14.822684,**,-14.884693,S,-15.125507,12,-15.282179,Bu,-15.315156,5,,-15.411072,1,assistant,1714162364,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,351,352,85,,,,,,
138,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9IME0xZOaCt5HKxTzi410DfH8NqQ1,length,0,1,-0.6035408,1,-0.6035408,2,-0.80396116,K,-6.2493196,3,-6.346005,Can,-7.87666,4,-8.143599,Do,-8.335945,Y,-9.155201,İ,-9.18668,C,-9.273344,5,-9.296585,{,-9.547274, ,-10.283314,O,-10.318106,CE,-10.51589,Ö,-10.568567,0,-10.5887985,6,-10.63983,B,-10.777657,Ü,,-10.911549,1,assistant,1714162364,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,86,,,,,,
139,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IME1HKRk0ggpdhsN5FzORTCPdiW8,length,0,2,-0.050276443,2,-0.050276443,1,-3.0197456,3,-10.017724,K,-10.158261, ,-10.603153,Ç,-11.313012,"
",-11.466646,4,-11.931837,Se,-12.140967,0,-12.241706,"""",-12.30531,{,-12.808502,-,-12.888644,k,-12.889692,Y,-12.997737,B,-13.052982,(,-13.09816,bir,-13.296199,22,-13.421113,Ö,,-13.44665,2,assistant,1714162365,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,288,289,86,,,,,,
140,2,Ullman Expansion,77,2B-TR/29,2B-TR,29,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun,chatcmpl-9IME1LZGueD13mskv0OrlJkMDiBQy,length,0,1,-0.3056975,1,-0.3056975,2,-1.3347311,3,-10.134499, ,-10.373545,0,-11.279383,K,-11.603893,Ç,-11.86379,"
",-12.1569805,4,-12.310383,"""",-12.729111,Ö,-12.892424,İ,-12.9545555,-,-13.003802,B,-13.026215,Y,-13.247555,{,-13.372385,5,-13.498993,**,-13.52264,12,-13.630748,11,,-14.002204,1,assistant,1714162365,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,349,350,86,,,,,,
141,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9IME1E5IulrkE2KVdHuhQEKGturtP,length,0,1,-0.54915565,1,-0.54915565,2,-0.8616423,The,-10.602181,3,-11.067433, ,-11.479497,Answer,-11.762272,"
",-12.470807,**,-12.514921,Please,-13.127498,"

",-13.547487,4,-13.615736,0,-13.679889,Sorry,-13.686011,You,-13.6933,Correct,-13.837252,Incorrect,-14.08797,Box,-14.292155,Your,-14.406204,-,-14.529266,This,,-14.743303,1,assistant,1714162365,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,150,151,87,,,,,,
142,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,1,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9IME2OyQ4PUGS76MENoCNpuMVrINE,length,0,2,-0.6772785,2,-0.6772785,1,-0.7095394,3,-10.614669, ,-10.631327,0,-11.118015,"
",-11.276419,4,-11.902639,-,-12.222786,The,-12.695201,"

",-12.846281,**,-12.860003,5,-13.133029,２,-13.741581,6,-13.958512,_,-13.96656,7,-13.971337,9,-14.021265,{,-14.2993355,１,-14.374726,11,,-14.4374275,2,assistant,1714162366,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,193,194,87,,,,,,
143,2,Ullman Expansion,78,2D-EN/30,2D-EN,30,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Expansion: 2D (English),English,,,"5_EN/2D, 6_EN/2D, 7_EN, 8_EN",3,English,You are a helpful assistant.,3,8_EN,8,The cat jumps out of the {RESPONSE}.,"box, basket",Closed-ended,English,,,0,Reality,90,box,chatcmpl-9IME2CbOr2fURh7ncwuaXmPVTHKDK,length,0,1,-0.006923519,1,-0.006923519,2,-4.982397,3,-11.354387,The,-11.869182,0,-12.511324,**,-12.775608,-,-13.093036, ,-13.199595,4,-13.50412,You,-14.172374,5,-14.247066,Sorry,-14.381265,I,-14.718214,１,-14.784953,Please,-14.949526,8,-15.011032,7,-15.049088,A,-15.137072,This,-15.315687,Both,,-15.455776,1,assistant,1714162366,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,234,235,87,,,,,,
144,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9IME3qKk3Khmh7FHc4aQBVsbWNsKP,length,0,2,-0.38309833,2,-0.38309833,1,-1.1582792,Do,-6.6971393,K,-6.891809,3,-7.244951,C,-8.652607,R,-8.964989,İ,-9.067734,Y,-9.1964245,{,-9.391916,**,-9.535265,4,-9.626411,M,-9.798828, ,-10.132858,5,-10.427942,CE,-10.453724,0,-10.602095,(,-10.812601,O,-10.9227295,B,,-10.939175,2,assistant,1714162367,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,88,,,,,,
145,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IME3CRLWFhwVg2dM2XkoMx6qwOTq,length,0,1,-0.02102924,1,-0.02102924,2,-3.8773296,K,-10.885011,M,-11.081695,Ç,-11.312804,3,-11.715602, ,-11.985778,Ö,-12.499639,"
",-12.758061,Bu,-12.764989,Ben,-12.810887,Y,-12.83463,B,-12.90753,Do,-13.227249,Mer,-13.593754,Se,-13.655489,0,-13.959662,Ba,-14.012776,**,-14.078153,E,,-14.108165,1,assistant,1714162367,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,280,281,88,,,,,,
146,2,Ullman Expansion,79,2D-TR/31,2D-TR,31,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Expansion: 2D (Turkish),Turkish,,,"5_TR-1/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9IME3nxsmHTOaYjQHIBSFkWOi4jem,length,0,2,-0.15002176,2,-0.15002176,1,-1.9735119, ,-9.3061075,3,-9.840229,0,-9.872401,K,-11.269023,Ç,-11.374826,-,-11.526887,4,-11.7649,**,-12.247161,B,-12.360651,Y,-12.539902,"""",-12.659156,İ,-12.715039,"
",-12.757754,ş,-12.785035,Se,-12.839734,Ben,-12.894028,Ö,-13.061363,Ba,,-13.074207,2,assistant,1714162367,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,339,340,88,,,,,,
147,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun,chatcmpl-9IME47oCyzxoUZe4XPkjQpawg9YVD,length,0,1,-0.6821406,1,-0.6821406,2,-0.7110064,K,-7.13805,Do,-7.396475,3,-7.4244137,M,-8.176657,İ,-8.875914,C,-9.037203,{,-9.112692,R,-9.365826,4,-9.512953,Y,-9.873096, ,-10.0950985,**,-10.38744,5,-10.557089,Ö,-10.755262,Ben,-10.804724,B,-10.942579,CE,-10.974876,Bu,,-10.988699,1,assistant,1714162368,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,89,,,,,,
148,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IME4Th2om5YxHC37oLXa2XrPMeTa,length,0,1,-0.3520602,1,-0.3520602,2,-1.2154864,K,-10.367556,3,-10.410894, ,-10.58667,"
",-11.190306,12,-11.632643,Ç,-11.945165,k,-12.01015,**,-12.128502,Do,-12.389475,M,-12.582923,21,-12.623497,Y,-12.759612,bir,-12.763283,"""",-12.82291,0,-13.140316,Ö,-13.205593,(,-13.2118635,-,,-13.212034,1,assistant,1714162368,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,278,279,89,,,,,,
149,2,Ullman Expansion,80,2D-TR/32,2D-TR,32,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV Zan)",Turkish,1.0,,"5_TR-2/2D, 6_TR/2D, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,95,kutunun,chatcmpl-9IME5IkyMboolOuPA6xzryzGsFkbA,length,0,2,-0.1009228,2,-0.1009228,1,-2.3448098, ,-9.837881,3,-10.8515005,0,-11.863501,"
",-12.409258,-,-12.635743,K,-12.803111,4,-12.931913,21,-12.975367,22,-13.119857,"""",-13.150124,12,-13.170227,**,-13.218367,Ç,-13.491568,(,-13.611131,​,-13.753021,ş,-14.006689,２,-14.046861,5,,-14.278175,2,assistant,1714162369,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,337,338,89,,,,,,
150,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,166,çikolata,chatcmpl-9IME5J27gGOiwNuDksteD40gfllmC,length,0,1,-0.6597094,1,-0.6597094,2,-0.7447886,C,-6.660873,CE,-6.7975783,Bu,-6.976688,İ,-7.1346354,3,-7.310535,Y,-7.5786796,R,-7.6498065,Tor,-8.101811,E,-8.187137,Ce,-8.666158,As,-8.901731,0,-8.977275,Do,-9.185615,Ö,-9.274758,Po,-9.34443,Ç,-9.396863,B,-9.509536,Bur,,-9.536628,1,assistant,1714162369,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,199,200,90,,,,,,
151,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IME53uQZc2aFA5qQmw4bVQLMPHnd,length,0,2,-0.09478051,2,-0.09478051,1,-2.404923, ,-10.554425,Ç,-10.748183,3,-11.004638,"
",-11.350699,Pat,-11.604034,Y,-11.690251,0,-12.19331,4,-12.487045,İ,-12.597813,"""",-12.747493,{,-12.750078,E,-12.801348,C,-13.100224,B,-13.13846,**,-13.188353,-,-13.248967,Ö,-13.614916,(,,-13.69288,2,assistant,1714162369,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,277,278,90,,,,,,
152,2,Ullman Expansion,98,1-TR/49,1-TR,49,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IME63qrKMGhRC88gJkZ34GseWTyA,length,0,1,-0.45825243,1,-0.45825243,2,-1.0014596,Ç,-9.078339,B,-10.706923,Pat,-11.127132,Bu,-11.26387, ,-11.368233,3,-11.460169,0,-11.616934,Y,-11.679081,İ,-11.856731,Ö,-12.03904,Ben,-12.151653,"
",-12.412561,\xc5,-12.74852,E,-13.038687,Bur,-13.271402,A,-13.4699135,S,-13.57723,ç,,-13.711964,1,assistant,1714162370,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,361,362,90,,,,,,
