study_id,model,custom_question_language_category,story_id,question_id,question_content,question_options,answer_correct,correct_answer_option,1_logprob,2_logprob,3_logprob,logprob_correct
1,gpt-4-turbo-2024-04-09,Turkish-zan,2C-TR,5_TR-2,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-3.8825744998399996,-2.1372292669272,-17.2290524,-3.8825744998399996
1,gpt-4-turbo-2024-04-09,Turkish-zan,2D-TR,5_TR-2/2D,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-4.45373756e-05,-11.235801949999999,-16.5467014,-4.45373756e-05
2,gpt-3.5-turbo-0125,English,1-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",chocolate,2.0,-1.932288694,-0.2247705189,-10.5118613,-0.2247705189
2,gpt-3.5-turbo-0125,English,1-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",chocolate,2.0,-3.15760136,-0.0699989467,-10.9399772,-0.0699989467
2,gpt-3.5-turbo-0125,English,1-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.00127704483,-6.69047229,-15.1871546,-0.00127704483
2,gpt-3.5-turbo-0125,English,1A-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-1.8206388710000003,-0.5138462881000001,-11.412853799999999,-1.8206388710000003
2,gpt-3.5-turbo-0125,English,1A-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-2.463004427,-0.23391261160000001,-11.1811149,-2.463004427
2,gpt-3.5-turbo-0125,English,1A-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.00081213715,-7.58696348,-15.50307435,-0.00081213715
2,gpt-3.5-turbo-0125,English,1B-EN,1_EN/1B,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",uncertainty,3.0,-3.93950844,-0.480429639,-1.065269668,-1.065269668
2,gpt-3.5-turbo-0125,English,1B-EN,2_EN/1B,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",uncertainty,3.0,-0.1238800776,-2.4536385,-6.67320714,-6.67320714
2,gpt-3.5-turbo-0125,English,1B-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.000804472614,-7.35134446,-13.966062099999998,-0.000804472614
2,gpt-3.5-turbo-0125,English,1C-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-2.22833041,-0.1282775456,-10.576327299999999,-2.22833041
2,gpt-3.5-turbo-0125,English,1C-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-5.55151193,-0.00478335591,-12.2682256,-5.55151193
2,gpt-3.5-turbo-0125,English,1C-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.30146824129999994,-2.247919821,-12.41844085,-0.30146824129999994
2,gpt-3.5-turbo-0125,English,1D-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.03319668647,-4.52892488,-12.4864188,-0.03319668647
2,gpt-3.5-turbo-0125,English,1D-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.817284439,-0.718874596,-11.721232599999999,-0.817284439
2,gpt-3.5-turbo-0125,English,1D-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.002085367163,-7.44270157,-15.23885095,-0.002085367163
2,gpt-3.5-turbo-0125,English,2-EN,5_EN,John thinks that the cat is in the {RESPONSE}.,"box, basket",basket,2.0,-0.6224269099999999,-0.78160185,-10.90370575,-0.78160185
2,gpt-3.5-turbo-0125,English,2-EN,6_EN,John will look for the cat in the {RESPONSE}.,"box, basket",basket,2.0,-1.185922746,-0.483036143,-11.1699929,-0.483036143
2,gpt-3.5-turbo-0125,English,2-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-0.053873636550000006,-5.00349065,-12.1456372,-0.053873636550000006
2,gpt-3.5-turbo-0125,English,2A-EN,5_EN/2A,John thinks that the cat is in the {RESPONSE}.,"box, chest",box,1.0,-0.9717373909999999,-0.48684569099999997,-10.3831019,-0.9717373909999999
2,gpt-3.5-turbo-0125,English,2A-EN,6_EN/2A,John will look for the cat in the {RESPONSE}.,"box, chest",box,1.0,-2.076062508,-0.3448289094,-10.1905417,-2.076062508
2,gpt-3.5-turbo-0125,English,2A-EN,8_EN/2A,The cat jumps out of the {RESPONSE}.,"box, chest",box,1.0,-0.07340861696999999,-3.8169648799999996,-11.30295305,-0.07340861696999999
2,gpt-3.5-turbo-0125,English,2B-EN,5_EN/2B,John thinks that the cat is on the {RESPONSE}.,"box, basket",box,1.0,-1.19127107,-0.376275484,-10.416059,-1.19127107
2,gpt-3.5-turbo-0125,English,2B-EN,6_EN/2B,John will look for the cat on the {RESPONSE}.,"box, basket",box,1.0,-2.2444898899999997,-0.1305031539,-10.2852574,-2.2444898899999997
2,gpt-3.5-turbo-0125,English,2B-EN,8_EN/2B,The cat jumps off of the {RESPONSE}.,"box, basket",box,1.0,-2.76531094,-0.0891550549,-8.90119155,-2.76531094
2,gpt-3.5-turbo-0125,English,2C-EN,5_EN,John thinks that the cat is in the {RESPONSE}.,"box, basket",box,1.0,-0.546114695,-0.912537726,-11.293888200000001,-0.546114695
2,gpt-3.5-turbo-0125,English,2C-EN,6_EN,John will look for the cat in the {RESPONSE}.,"box, basket",box,1.0,-0.11814350115999998,-2.63507633,-11.738263700000001,-0.11814350115999998
2,gpt-3.5-turbo-0125,English,2C-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-0.17648647947,-2.3899043,-11.0360527,-0.17648647947
2,gpt-3.5-turbo-0125,English,2D-EN,5_EN/2D,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",box,1.0,-0.517533028,-0.924084597,-10.6231868,-0.517533028
2,gpt-3.5-turbo-0125,English,2D-EN,6_EN/2D,Mark will look for the cat in the {RESPONSE}.,"box, basket",box,1.0,-0.901541215,-0.5725241459999999,-11.0968684,-0.901541215
2,gpt-3.5-turbo-0125,English,2D-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-0.055219994259999995,-4.46818393,-11.767299099999999,-0.055219994259999995
2,gpt-3.5-turbo-0125,Turkish,1-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",çikolata,2.0,-1.1975624699999998,-0.37931426999999995,-8.4886747,-0.37931426999999995
2,gpt-3.5-turbo-0125,Turkish,1-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",çikolata,2.0,-1.0496938635666668,-0.8578584035333333,-11.264210499999999,-0.8578584035333333
2,gpt-3.5-turbo-0125,Turkish,1-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.35719509716666664,-2.2939321733333333,-11.731043883333333,-0.35719509716666664
2,gpt-3.5-turbo-0125,Turkish,1A-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.991158869,-0.5178383049999999,-8.3432205,-0.991158869
2,gpt-3.5-turbo-0125,Turkish,1A-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.10833968491333333,-3.059166835,-12.351813883333334,-0.10833968491333333
2,gpt-3.5-turbo-0125,Turkish,1A-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.018988639699999997,-4.371562606666667,-12.666938716666667,-0.018988639699999997
2,gpt-3.5-turbo-0125,Turkish,1B-TR,1_TR-1/1B,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-3.39322706,-0.0560750085,-4.49377404,-4.49377404
2,gpt-3.5-turbo-0125,Turkish,1B-TR,2_TR/1B,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-2.5365336676666668,-0.2245115272333333,-5.947894496666667,-5.947894496666667
2,gpt-3.5-turbo-0125,Turkish,1B-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-3.1710821897333332,-0.3529846035666667,-9.942260366666666,-3.1710821897333332
2,gpt-3.5-turbo-0125,Turkish,1C-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.29551675899999996,-1.4542117700000001,-8.99288815,-0.29551675899999996
2,gpt-3.5-turbo-0125,Turkish,1C-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.9924264754666667,-0.9800740571,-11.5268259,-0.9924264754666667
2,gpt-3.5-turbo-0125,Turkish,1C-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.17895723303333336,-2.2301301393333333,-12.230895433333334,-0.17895723303333336
2,gpt-3.5-turbo-0125,Turkish,1D-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-1.0976075299999999,-0.451271576,-7.8606150900000005,-1.0976075299999999
2,gpt-3.5-turbo-0125,Turkish,1D-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.8954152762333333,-0.9627467336,-11.506040366666667,-0.8954152762333333
2,gpt-3.5-turbo-0125,Turkish,1D-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-1.0550216876666667,-1.1814673831333333,-10.70315655,-1.0550216876666667
2,gpt-3.5-turbo-0125,Turkish,2-TR,5_TR-1,Can kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",sepetin,2.0,-1.1749376,-0.3793352,-7.136242230000001,-0.3793352
2,gpt-3.5-turbo-0125,Turkish,2-TR,6_TR,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",sepetin,2.0,-2.2479950800000004,-0.161580866,-9.713479716666665,-0.161580866
2,gpt-3.5-turbo-0125,Turkish,2-TR,8_TR,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",kutunun,1.0,-0.07965415678333333,-3.354113691666667,-12.260466266666667,-0.07965415678333333
2,gpt-3.5-turbo-0125,Turkish,2A-TR,5_TR-1/2A,Can kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sandığın",kutunun,1.0,-1.15408814,-0.40688757000000003,-5.14356906,-1.15408814
2,gpt-3.5-turbo-0125,Turkish,2A-TR,6_TR/2A,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sandığın",kutunun,1.0,-1.406610977,-0.31828559216666663,-9.501280866666667,-1.406610977
2,gpt-3.5-turbo-0125,Turkish,2A-TR,8_TR/2A,Kedi {CEVAP} içinden zıplar.,"kutunun, sandığın",kutunun,1.0,-0.24242517933333332,-1.5735798699999999,-10.736607583333333,-0.24242517933333332
2,gpt-3.5-turbo-0125,Turkish,2B-TR,5_TR-1/2B,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",kutunun,1.0,-1.2038427600000001,-0.367990523,-6.501365,-1.2038427600000001
2,gpt-3.5-turbo-0125,Turkish,2B-TR,6_TR/2B,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",kutunun,1.0,-3.3450268,-0.039589512099999995,-8.95448047,-3.3450268
2,gpt-3.5-turbo-0125,Turkish,2B-TR,8_TR/2B,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",kutunun,1.0,-0.1983854223,-2.2063320753333335,-11.0579877,-0.1983854223
2,gpt-3.5-turbo-0125,Turkish,2C-TR,5_TR-1,Can kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",kutunun,1.0,-0.747116388,-0.665134341,-7.39399722,-0.747116388
2,gpt-3.5-turbo-0125,Turkish,2C-TR,6_TR,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",kutunun,1.0,-1.7480718723333335,-0.49729900033333335,-10.05621155,-1.7480718723333335
2,gpt-3.5-turbo-0125,Turkish,2C-TR,8_TR,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",kutunun,1.0,-0.7768752018333333,-2.0219003266,-11.643438233333335,-0.7768752018333333
2,gpt-3.5-turbo-0125,Turkish,2D-TR,5_TR-1/2D,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",kutunun,1.0,-1.14526409,-0.390352292,-7.16757722,-1.14526409
2,gpt-3.5-turbo-0125,Turkish,2D-TR,6_TR/2D,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",kutunun,1.0,-0.19472203100000002,-2.6274120683333333,-11.12759245,-0.19472203100000002
2,gpt-3.5-turbo-0125,Turkish,2D-TR,8_TR,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",kutunun,1.0,-1.250760578,-0.48311216300000004,-10.014531275,-1.250760578
2,gpt-3.5-turbo-0125,Turkish-san,1-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",çikolata,2.0,-0.87255898,-0.5895282930000001,-7.7879932499999995,-0.5895282930000001
2,gpt-3.5-turbo-0125,Turkish-san,1A-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.807035211,-0.627272187,-8.15604975,-0.807035211
2,gpt-3.5-turbo-0125,Turkish-san,1B-TR,1_TR-3/1B,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-3.06496472,-0.0834755265,-3.63630487,-3.63630487
2,gpt-3.5-turbo-0125,Turkish-san,1C-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.484632512,-1.011699495,-8.8259636,-0.484632512
2,gpt-3.5-turbo-0125,Turkish-san,1D-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-1.07954461,-0.447373546,-7.7073399899999995,-1.07954461
2,gpt-3.5-turbo-0125,Turkish-san,2-TR,5_TR-3,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",sepetin,2.0,-1.16086133,-0.38840152,-6.888861350000001,-0.38840152
2,gpt-3.5-turbo-0125,Turkish-san,2A-TR,5_TR-3/2A,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",kutunun,1.0,-0.9901149869999999,-0.49488201800000003,-4.94244839,-0.9901149869999999
2,gpt-3.5-turbo-0125,Turkish-san,2B-TR,5_TR-3/2B,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",kutunun,1.0,-1.18669425,-0.374954133,-6.52393084,-1.18669425
2,gpt-3.5-turbo-0125,Turkish-san,2C-TR,5_TR-3,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",kutunun,1.0,-0.7949171039999999,-0.623973641,-7.17907484,-0.7949171039999999
2,gpt-3.5-turbo-0125,Turkish-san,2D-TR,5_TR-3/2D,Mehmet kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",kutunun,1.0,-0.9019441130000001,-0.5294414059999999,-7.06155053,-0.9019441130000001
2,gpt-3.5-turbo-0125,Turkish-zan,1-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",çikolata,2.0,-1.165932036,-0.419749015,-7.70790344,-0.419749015
2,gpt-3.5-turbo-0125,Turkish-zan,1A-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.770602352,-0.73361772,-7.98806582,-0.770602352
2,gpt-3.5-turbo-0125,Turkish-zan,1B-TR,1_TR-2/1B,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-2.66267602,-0.11938148109999999,-3.39719733,-3.39719733
2,gpt-3.5-turbo-0125,Turkish-zan,1C-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.566367702,-0.975650202,-8.7642567,-0.566367702
2,gpt-3.5-turbo-0125,Turkish-zan,1D-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-1.43927187,-0.298807082,-7.39743701,-1.43927187
2,gpt-3.5-turbo-0125,Turkish-zan,2-TR,5_TR-2,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",sepetin,2.0,-0.934927142,-0.512601639,-6.60216523,-0.512601639
2,gpt-3.5-turbo-0125,Turkish-zan,2A-TR,5_TR-2/2A,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sandığın",kutunun,1.0,-0.911377435,-0.5398751350000001,-5.58614798,-0.911377435
2,gpt-3.5-turbo-0125,Turkish-zan,2B-TR,5_TR-2/2B,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-0.992286298,-0.49445363000000003,-5.84814089,-0.992286298
2,gpt-3.5-turbo-0125,Turkish-zan,2C-TR,5_TR-2,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-0.796091762,-0.62452306,-6.350679120000001,-0.796091762
2,gpt-3.5-turbo-0125,Turkish-zan,2D-TR,5_TR-2/2D,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-0.7090278729999999,-0.698915494,-7.241412599999999,-0.7090278729999999
2,gpt-4-turbo-2024-04-09,English,1-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",chocolate,2.0,-15.2062019,-4.9855999e-06,-18.497431499999998,-4.9855999e-06
2,gpt-4-turbo-2024-04-09,English,1-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",chocolate,2.0,-16.2506516,-1.75769428e-07,-21.593074,-1.75769428e-07
2,gpt-4-turbo-2024-04-09,English,1-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,0.0,-22.4480403,-26.885603200000002,0.0
2,gpt-4-turbo-2024-04-09,English,1A-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-11.9272255,-1.214973994e-05,-18.4842993,-11.9272255
2,gpt-4-turbo-2024-04-09,English,1A-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-16.5460306,-1.2808795799999998e-07,-21.4804629,-16.5460306
2,gpt-4-turbo-2024-04-09,English,1A-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,0.0,-20.9873318,-26.6894478,0.0
2,gpt-4-turbo-2024-04-09,English,1B-EN,1_EN/1B,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",uncertainty,3.0,-7.835660760000001,-2.692116034,-0.32762129616,-0.32762129616
2,gpt-4-turbo-2024-04-09,English,1B-EN,2_EN/1B,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",uncertainty,3.0,-7.0149169,-0.00718772335932,-9.8779599,-9.8779599
2,gpt-4-turbo-2024-04-09,English,1B-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,0.0,-24.039188000000003,-26.3049878,0.0
2,gpt-4-turbo-2024-04-09,English,1C-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-1.564454824e-06,-15.2341497,-21.592686375,-1.564454824e-06
2,gpt-4-turbo-2024-04-09,English,1C-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.001311855044,-7.12480772,-18.8612123,-0.001311855044
2,gpt-4-turbo-2024-04-09,English,1C-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-2.29373754e-07,-15.7728464,-23.9192396,-2.29373754e-07
2,gpt-4-turbo-2024-04-09,English,1D-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.00024856747900000003,-8.799763369999999,-18.120461600000002,-0.00024856747900000003
2,gpt-4-turbo-2024-04-09,English,1D-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-14.03773265,-1.0757198049999999e-06,-21.0158086,-14.03773265
2,gpt-4-turbo-2024-04-09,English,1D-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,0.0,-19.0924402,-26.173652800000003,0.0
2,gpt-4-turbo-2024-04-09,English,2-EN,5_EN,John thinks that the cat is in the {RESPONSE}.,"box, basket",basket,2.0,-17.6967639,-2.025558925e-05,-18.7234177,-2.025558925e-05
2,gpt-4-turbo-2024-04-09,English,2-EN,6_EN,John will look for the cat in the {RESPONSE}.,"box, basket",basket,2.0,-20.058077700000002,0.0,-21.704794800000002,0.0
2,gpt-4-turbo-2024-04-09,English,2-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-9.3844898e-08,-17.1837398,-22.825371999999998,-9.3844898e-08
2,gpt-4-turbo-2024-04-09,English,2A-EN,5_EN/2A,John thinks that the cat is in the {RESPONSE}.,"box, chest",box,1.0,-17.2518891,-2.2496618099999998e-05,-17.8334095,-17.2518891
2,gpt-4-turbo-2024-04-09,English,2A-EN,6_EN/2A,John will look for the cat in the {RESPONSE}.,"box, chest",box,1.0,-18.9937386,-2.2193285599999999e-07,-20.8688837,-18.9937386
2,gpt-4-turbo-2024-04-09,English,2A-EN,8_EN/2A,The cat jumps out of the {RESPONSE}.,"box, chest",box,1.0,-4.81219486e-07,-15.684395700000001,-22.1842847,-4.81219486e-07
2,gpt-4-turbo-2024-04-09,English,2B-EN,5_EN/2B,John thinks that the cat is on the {RESPONSE}.,"box, basket",box,1.0,-15.146169750000002,-7.2147084000000005e-06,-18.2442271,-15.146169750000002
2,gpt-4-turbo-2024-04-09,English,2B-EN,6_EN/2B,John will look for the cat on the {RESPONSE}.,"box, basket",box,1.0,-11.45991157,-8.672355157e-05,-16.9648474,-11.45991157
2,gpt-4-turbo-2024-04-09,English,2B-EN,8_EN/2B,The cat jumps off of the {RESPONSE}.,"box, basket",box,1.0,-0.00019602969849,-10.56790464,-19.8192744,-0.00019602969849
2,gpt-4-turbo-2024-04-09,English,2C-EN,5_EN,John thinks that the cat is in the {RESPONSE}.,"box, basket",box,1.0,-0.10639977235,-3.5923704499999998,-18.0120936,-0.10639977235
2,gpt-4-turbo-2024-04-09,English,2C-EN,6_EN,John will look for the cat in the {RESPONSE}.,"box, basket",box,1.0,-13.208811399999998,-2.9114562240000004e-06,-19.9817267,-13.208811399999998
2,gpt-4-turbo-2024-04-09,English,2C-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-1.9361265e-08,-19.451665900000002,-24.7301856,-1.9361265e-08
2,gpt-4-turbo-2024-04-09,English,2D-EN,5_EN/2D,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",box,1.0,-0.0002732749124,-8.291530040000001,-18.3724702,-0.0002732749124
2,gpt-4-turbo-2024-04-09,English,2D-EN,6_EN/2D,Mark will look for the cat in the {RESPONSE}.,"box, basket",box,1.0,-0.007384149223,-5.7912064,-17.917019500000002,-0.007384149223
2,gpt-4-turbo-2024-04-09,English,2D-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-7.5538792e-07,-15.292846599999999,-23.1337461,-7.5538792e-07
2,gpt-4-turbo-2024-04-09,Turkish,1-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",çikolata,2.0,-14.023663299999999,-7.488876950000001e-06,-16.6470725,-7.488876950000001e-06
2,gpt-4-turbo-2024-04-09,Turkish,1-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",çikolata,2.0,-8.170063086666667,-0.007253255207223333,-16.743099116666667,-0.007253255207223333
2,gpt-4-turbo-2024-04-09,Turkish,1-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-7.893821700000001e-08,-16.87917373333333,-22.065024,-7.893821700000001e-08
2,gpt-4-turbo-2024-04-09,Turkish,1A-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-5.39561273,-0.016914581944,-17.5991481,-5.39561273
2,gpt-4-turbo-2024-04-09,Turkish,1A-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",patlamış mısır,1.0,-4.96186200913,-0.9162314635678332,-16.838844733333335,-4.96186200913
2,gpt-4-turbo-2024-04-09,Turkish,1A-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-7.299047533333334e-08,-17.171279666666667,-22.708643400000003,-7.299047533333334e-08
2,gpt-4-turbo-2024-04-09,Turkish,1B-TR,1_TR-1/1B,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-9.24676465,-0.51220253413,-2.549640382,-2.549640382
2,gpt-4-turbo-2024-04-09,Turkish,1B-TR,2_TR/1B,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-4.76401940888,-0.9720022865489999,-9.0240659282,-9.0240659282
